# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 E Px Py r_probe_earth perigee
2.5320000000e+05 1.0247618477e+06 2.3360328544e+05 7.7887216105e+00 2.7274527747e+00 3.0112502715e+08 2.3978715302e+08 -6.3293299031e+02 8.0035966838e+02 2.2711816388e+08 2.6312732309e+08 -6.1363990564e+02 7.6216032643e+02 -3.7819715772e+28 1.6348165201e+11 7.5106780000e+25 3.4674390313e+08 3.0778800000e+08
2.5350000000e+05 1.0270996339e+06 2.3442245544e+05 7.7965183804e+00 2.7336816109e+00 3.0093505221e+08 2.4002718501e+08 -6.3356657732e+02 7.9985349598e+02 2.2693400964e+08 2.6335584705e+08 -6.1405489694e+02 7.6133266129e+02 -3.7819715772e+28 1.6323389106e+11 7.5106780000e+25 3.4679506350e+08 3.0778800000e+08
2.5380000000e+05 1.0294397583e+06 2.3524349503e+05 7.8043102071e+00 2.7399167078e+00 3.0074488724e+08 2.4026706507e+08 -6.3419976265e+02 7.9934681482e+02 2.2674973103e+08 2.6358412266e+08 -6.1446900368e+02 7.6050468813e+02 -3.7819715772e+28 1.6851567193e+11 7.5106780000e+25 3.4684619365e+08 3.0778800000e+08
2.5410000000e+05 1.0317822195e+06 2.3606640609e+05 7.8120970857e+00 2.7461580617e+00 3.0055453239e+08 2.4050679304e+08 -6.3483254587e+02 7.9883962520e+02 2.2656532833e+08 2.6381214983e+08 -6.1488222566e+02 7.5967640790e+02 -3.7819715772e+28 1.6965746555e+11 7.5106780000e+25 3.4689729341e+08 3.0778800000e+08
2.5440000000e+05 1.0341270160e+06 2.3689119049e+05 7.8198790112e+00 2.7524056686e+00 3.0036398776e+08 2.4074636879e+08 -6.3546492659e+02 7.9833192743e+02 2.2638080179e+08 2.6403992847e+08 -6.1529456271e+02 7.5884782156e+02 -3.7819715772e+28 1.6634882572e+11 7.5106780000e+25 3.4694836260e+08 3.0778800000e+08
2.5470000000e+05 1.0364741464e+06 2.3771785012e+05 7.8276559785e+00 2.7586595247e+00 3.0017325347e+08 2.4098579215e+08 -6.3609690439e+02 7.9782372184e+02 2.2619615168e+08 2.6426745849e+08 -6.1570601463e+02 7.5801893007e+02 -3.7819715772e+28 1.6763838910e+11 7.5106780000e+25 3.4699940105e+08 3.0778800000e+08
2.5500000000e+05 1.0388236091e+06 2.3854638683e+05 7.8354279827e+00 2.7649196262e+00 2.9998232965e+08 2.4122506297e+08 -6.3672847888e+02 7.9731500874e+02 2.2601137827e+08 2.6449473980e+08 -6.1611658124e+02 7.5718973437e+02 -3.7819715772e+28 1.6710442704e+11 7.5106780000e+25 3.4705040860e+08 3.0778800000e+08
2.5530000000e+05 1.0411754027e+06 2.3937680252e+05 7.8431950187e+00 2.7711859691e+00 2.9979121643e+08 2.4146418110e+08 -6.3735964964e+02 7.9680578844e+02 2.2582648182e+08 2.6472177230e+08 -6.1652626236e+02 7.5636023542e+02 -3.7819715772e+28 1.6050489247e+11 7.5106780000e+25 3.4710138506e+08 3.0778800000e+08
2.5560000000e+05 1.0435295256e+06 2.4020909904e+05 7.8509570816e+00 2.7774585495e+00 2.9959991391e+08 2.4170314639e+08 -6.3799041626e+02 7.9629606127e+02 2.2564146260e+08 2.6494855591e+08 -6.1693505780e+02 7.5553043417e+02 -3.7819715772e+28 1.6319237803e+11 7.5106780000e+25 3.4715233027e+08 3.0778800000e+08
2.5590000000e+05 1.0458859764e+06 2.4104327827e+05 7.8587141663e+00 2.7837373636e+00 2.9940842222e+08 2.4194195869e+08 -6.3862077835e+02 7.9578582752e+02 2.2545632087e+08 2.6517509053e+08 -6.1734296736e+02 7.5470033155e+02 -3.7819715772e+28 1.6810479862e+11 7.5106780000e+25 3.4720324406e+08 3.0778800000e+08
2.5620000000e+05 1.0482447536e+06 2.4187934208e+05 7.8664662679e+00 2.7900224075e+00 2.9921674148e+08 2.4218061784e+08 -6.3925073550e+02 7.9527508753e+02 2.2527105691e+08 2.6540137608e+08 -6.1774999087e+02 7.5386992852e+02 -3.7819715772e+28 1.6341543838e+11 7.5106780000e+25 3.4725412625e+08 3.0778800000e+08
2.5650000000e+05 1.0506058557e+06 2.4271729234e+05 7.8742133813e+00 2.7963136773e+00 2.9902487182e+08 2.4241912369e+08 -6.3988028729e+02 7.9476384160e+02 2.2508567097e+08 2.6562741246e+08 -6.1815612813e+02 7.5303922600e+02 -3.7819715772e+28 1.5853784337e+11 7.5106780000e+25 3.4730497668e+08 3.0778800000e+08
2.5680000000e+05 1.0529692812e+06 2.4355713091e+05 7.8819555016e+00 2.8026111691e+00 2.9883281335e+08 2.4265747610e+08 -6.4050943333e+02 7.9425209006e+02 2.2490016332e+08 2.6585319959e+08 -6.1856137896e+02 7.5220822495e+02 -3.7819715772e+28 1.5882619552e+11 7.5106780000e+25 3.4735579518e+08 3.0778800000e+08
2.5710000000e+05 1.0553350285e+06 2.4439885966e+05 7.8896926238e+00 2.8089148789e+00 2.9864056620e+08 2.4289567490e+08 -6.4113817322e+02 7.9373983322e+02 2.2471453423e+08 2.6607873737e+08 -6.1896574317e+02 7.5137692629e+02 -3.7819715772e+28 1.6651566823e+11 7.5106780000e+25 3.4740658157e+08 3.0778800000e+08
2.5740000000e+05 1.0577030962e+06 2.4524248046e+05 7.8974247430e+00 2.8152248030e+00 2.9844813048e+08 2.4313371994e+08 -6.4176650653e+02 7.9322707139e+02 2.2452878396e+08 2.6630402571e+08 -6.1936922056e+02 7.5054533095e+02 -3.7819715772e+28 1.7260266954e+11 7.5106780000e+25 3.4745733568e+08 3.0778800000e+08
2.5770000000e+05 1.0600734829e+06 2.4608799516e+05 7.9051518541e+00 2.8215409373e+00 2.9825550633e+08 2.4337161109e+08 -6.4239443288e+02 7.9271380490e+02 2.2434291278e+08 2.6652906454e+08 -6.1977181096e+02 7.4971343988e+02 -3.7819715772e+28 1.6590495448e+11 7.5106780000e+25 3.4750805735e+08 3.0778800000e+08
2.5800000000e+05 1.0624461869e+06 2.4693540564e+05 7.9128739521e+00 2.8278632780e+00 2.9806269386e+08 2.4360934818e+08 -6.4302195186e+02 7.9220003407e+02 2.2415692096e+08 2.6675385375e+08 -6.2017351417e+02 7.4888125399e+02 -3.7819715772e+28 1.6718627457e+11 7.5106780000e+25 3.4755874640e+08 3.0778800000e+08
2.5830000000e+05 1.0648212067e+06 2.4778471375e+05 7.9205910321e+00 2.8341918212e+00 2.9786969320e+08 2.4384693106e+08 -6.4364906305e+02 7.9168575920e+02 2.2397080876e+08 2.6697839326e+08 -6.2057433001e+02 7.4804877421e+02 -3.7819715772e+28 1.7090754677e+11 7.5106780000e+25 3.4760940267e+08 3.0778800000e+08
2.5860000000e+05 1.0671985410e+06 2.4863592135e+05 7.9283030892e+00 2.8405265629e+00 2.9767650447e+08 2.4408435958e+08 -6.4427576607e+02 7.9117098063e+02 2.2378457645e+08 2.6720268298e+08 -6.2097425827e+02 7.4721600147e+02 -3.7819715772e+28 1.6193654489e+11 7.5106780000e+25 3.4766002598e+08 3.0778800000e+08
2.5890000000e+05 1.0695781881e+06 2.4948903031e+05 7.9360101183e+00 2.8468674991e+00 2.9748312778e+08 2.4432163360e+08 -6.4490206050e+02 7.9065569867e+02 2.2359822430e+08 2.6742672283e+08 -6.2137329878e+02 7.4638293669e+02 -3.7819715772e+28 1.5920283922e+11 7.5106780000e+25 3.4771061617e+08 3.0778800000e+08
2.5920000000e+05 1.0719601465e+06 2.5034404247e+05 7.9437121145e+00 2.8532146261e+00 2.9728956327e+08 2.4455875295e+08 -6.4552794595e+02 7.9013991363e+02 2.2341175256e+08 2.6765051272e+08 -6.2177145133e+02 7.4554958078e+02 -3.7819715772e+28 1.5674369880e+11 7.5106780000e+25 3.4776117307e+08 3.0778800000e+08
2.5950000000e+05 1.0743444148e+06 2.5120095970e+05 7.9514090728e+00 2.8595679398e+00 2.9709581106e+08 2.4479571749e+08 -6.4615342200e+02 7.8962362585e+02 2.2322516152e+08 2.6787405255e+08 -6.2216871575e+02 7.4471593466e+02 -3.7819715772e+28 1.5759365206e+11 7.5106780000e+25 3.4781169651e+08 3.0778800000e+08
2.5980000000e+05 1.0767309915e+06 2.5205978385e+05 7.9591009883e+00 2.8659274363e+00 2.9690187126e+08 2.4503252708e+08 -6.4677848826e+02 7.8910683563e+02 2.2303845142e+08 2.6809734225e+08 -6.2256509183e+02 7.4388199925e+02 -3.7819715772e+28 1.5754497314e+11 7.5106780000e+25 3.4786218632e+08 3.0778800000e+08
2.6010000000e+05 1.0791198749e+06 2.5292051678e+05 7.9667878560e+00 2.8722931117e+00 2.9670774401e+08 2.4526918155e+08 -6.4740314432e+02 7.8858954330e+02 2.2285162255e+08 2.6832038172e+08 -6.2296057939e+02 7.4304777546e+02 -3.7819715772e+28 1.5467797205e+11 7.5106780000e+25 3.4791264234e+08 3.0778800000e+08
2.6040000000e+05 1.0815110637e+06 2.5378316034e+05 7.9744696710e+00 2.8786649620e+00 2.9651342941e+08 2.4550568075e+08 -6.4802738978e+02 7.8807174918e+02 2.2266467516e+08 2.6854317088e+08 -6.2335517823e+02 7.4221326419e+02 -3.7819715772e+28 1.5771584039e+11 7.5106780000e+25 3.4796306439e+08 3.0778800000e+08
2.6070000000e+05 1.0839045562e+06 2.5464771637e+05 7.9821464283e+00 2.8850429833e+00 2.9631892761e+08 2.4574202455e+08 -6.4865122424e+02 7.8755345359e+02 2.2247760953e+08 2.6876570965e+08 -6.2374888817e+02 7.4137846636e+02 -3.7819715772e+28 1.5307544628e+11 7.5106780000e+25 3.4801345230e+08 3.0778800000e+08
2.6100000000e+05 1.0863003510e+06 2.5551418674e+05 7.9898181230e+00 2.8914271715e+00 2.9612423872e+08 2.4597821277e+08 -6.4927464730e+02 7.8703465685e+02 2.2229042592e+08 2.6898799793e+08 -6.2414170900e+02 7.4054338286e+02 -3.7819715772e+28 1.6452669876e+11 7.5106780000e+25 3.4806380592e+08 3.0778800000e+08
2.6130000000e+05 1.0886984466e+06 2.5638257329e+05 7.9974847501e+00 2.8978175229e+00 2.9592936287e+08 2.4621424529e+08 -6.4989765856e+02 7.8651535928e+02 2.2210312459e+08 2.6921003565e+08 -6.2453364053e+02 7.3970801461e+02 -3.7819715772e+28 1.6034888946e+11 7.5106780000e+25 3.4811412507e+08 3.0778800000e+08
2.6160000000e+05 1.0910988414e+06 2.5725287787e+05 8.0051463047e+00 2.9042140333e+00 2.9573430017e+08 2.4645012194e+08 -6.5052025761e+02 7.8599556120e+02 2.2191570582e+08 2.6943182272e+08 -6.2492468257e+02 7.3887236250e+02 -3.7819715772e+28 1.6405948676e+11 7.5106780000e+25 3.4816440958e+08 3.0778800000e+08
2.6190000000e+05 1.0935015339e+06 2.5812510233e+05 8.0128027818e+00 2.9106166989e+00 2.9553905075e+08 2.4668584258e+08 -6.5114244405e+02 7.8547526295e+02 2.2172816987e+08 2.6965335904e+08 -6.2531483492e+02 7.3803642743e+02 -3.7819715772e+28 1.6204065530e+11 7.5106780000e+25 3.4821465929e+08 3.0778800000e+08
2.6220000000e+05 1.0959065225e+06 2.5899924851e+05 8.0204541766e+00 2.9170255157e+00 2.9534361474e+08 2.4692140705e+08 -6.5176421748e+02 7.8495446483e+02 2.2154051701e+08 2.6987464454e+08 -6.2570409739e+02 7.3720021030e+02 -3.7819715772e+28 1.6296353139e+11 7.5106780000e+25 3.4826487403e+08 3.0778800000e+08
2.6250000000e+05 1.0983138059e+06 2.5987531825e+05 8.0281004841e+00 2.9234404796e+00 2.9514799226e+08 2.4715681520e+08 -6.5238557751e+02 7.8443316717e+02 2.2135274750e+08 2.7009567914e+08 -6.2609246978e+02 7.3636371199e+02 -3.7819715772e+28 1.6436884026e+11 7.5106780000e+25 3.4831505363e+08 3.0778800000e+08
2.6280000000e+05 1.1007233823e+06 2.6075331341e+05 8.0357416993e+00 2.9298615868e+00 2.9495218344e+08 2.4739206690e+08 -6.5300652372e+02 7.8391137030e+02 2.2116486162e+08 2.7031646274e+08 -6.2647995189e+02 7.3552693341e+02 -3.7819715772e+28 1.7102220964e+11 7.5106780000e+25 3.4836519794e+08 3.0778800000e+08
2.6310000000e+05 1.1031352504e+06 2.6163323582e+05 8.0433778174e+00 2.9362888332e+00 2.9475618839e+08 2.4762716198e+08 -6.5362705573e+02 7.8338907454e+02 2.2097685962e+08 2.7053699527e+08 -6.2686654353e+02 7.3468987543e+02 -3.7819715772e+28 1.6867418824e+11 7.5106780000e+25 3.4841530677e+08 3.0778800000e+08
2.6340000000e+05 1.1055494085e+06 2.6251508732e+05 8.0510088334e+00 2.9427222149e+00 2.9456000725e+08 2.4786210029e+08 -6.5424717313e+02 7.8286628021e+02 2.2078874178e+08 2.7075727664e+08 -6.2725224450e+02 7.3385253894e+02 -3.7819715772e+28 1.6795027424e+11 7.5106780000e+25 3.4846537997e+08 3.0778800000e+08
2.6370000000e+05 1.1079658552e+06 2.6339886976e+05 8.0586347424e+00 2.9491617279e+00 2.9436364013e+08 2.4809688170e+08 -6.5486687551e+02 7.8234298763e+02 2.2060050837e+08 2.7097730677e+08 -6.2763705460e+02 7.3301492484e+02 -3.7819715772e+28 1.6187142011e+11 7.5106780000e+25 3.4851541737e+08 3.0778800000e+08
2.6400000000e+05 1.1103845888e+06 2.6428458497e+05 8.0662555395e+00 2.9556073681e+00 2.9416708716e+08 2.4833150604e+08 -6.5548616249e+02 7.8181919714e+02 2.2041215964e+08 2.7119708557e+08 -6.2802097364e+02 7.3217703400e+02 -3.7819715772e+28 1.6068394876e+11 7.5106780000e+25 3.4856541881e+08 3.0778800000e+08
2.6430000000e+05 1.1128056080e+06 2.6517223479e+05 8.0738712197e+00 2.9620591316e+00 2.9397034847e+08 2.4856597316e+08 -6.5610503367e+02 7.8129490905e+02 2.2022369587e+08 2.7141661296e+08 -6.2840400140e+02 7.3133886729e+02 -3.7819715772e+28 1.6679501641e+11 7.5106780000e+25 3.4861538411e+08 3.0778800000e+08
2.6460000000e+05 1.1152289111e+06 2.6606182106e+05 8.0814817782e+00 2.9685170144e+00 2.9377342418e+08 2.4880028293e+08 -6.5672348863e+02 7.8077012369e+02 2.2003511733e+08 2.7163588886e+08 -6.2878613769e+02 7.3050042561e+02 -3.7819715772e+28 1.6665285580e+11 7.5106780000e+25 3.4866531312e+08 3.0778800000e+08
2.6490000000e+05 1.1176544965e+06 2.6695334561e+05 8.0890872101e+00 2.9749810125e+00 2.9357631442e+08 2.4903443519e+08 -6.5734152699e+02 7.8024484139e+02 2.1984642428e+08 2.7185491319e+08 -6.2916738232e+02 7.2966170982e+02 -3.7819715772e+28 1.7416662692e+11 7.5106780000e+25 3.4871520566e+08 3.0778800000e+08
2.6520000000e+05 1.1200823629e+06 2.6784681028e+05 8.0966875104e+00 2.9814511218e+00 2.9337901931e+08 2.4926842979e+08 -6.5795914835e+02 7.7971906246e+02 2.1965761699e+08 2.7207368586e+08 -6.2954773507e+02 7.2882272080e+02 -3.7819715772e+28 1.7104705261e+11 7.5106780000e+25 3.4876506158e+08 3.0778800000e+08
2.6550000000e+05 1.1225125085e+06 2.6874221690e+05 8.1042826743e+00 2.9879273384e+00 2.9318153897e+08 2.4950226658e+08 -6.5857635230e+02 7.7919278725e+02 2.1946869572e+08 2.7229220679e+08 -6.2992719575e+02 7.2798345941e+02 -3.7819715772e+28 1.6740613853e+11 7.5106780000e+25 3.4881488071e+08 3.0778800000e+08
2.6580000000e+05 1.1249449320e+06 2.6963956730e+05 8.1118726968e+00 2.9944096583e+00 2.9298387354e+08 2.4973594541e+08 -6.5919313846e+02 7.7866601607e+02 2.1927966076e+08 2.7251047591e+08 -6.3030576415e+02 7.2714392653e+02 -3.7819715772e+28 1.7669263600e+11 7.5106780000e+25 3.4886466288e+08 3.0778800000e+08
2.6610000000e+05 1.1273796316e+06 2.7053886330e+05 8.1194575731e+00 3.0008980774e+00 2.9278602313e+08 2.4996946614e+08 -6.5980950642e+02 7.7813874925e+02 2.1909051236e+08 2.7272849312e+08 -6.3068344007e+02 7.2630412302e+02 -3.7819715772e+28 1.8180248145e+11 7.5106780000e+25 3.4891440794e+08 3.0778800000e+08
2.6640000000e+05 1.1298166060e+06 2.7144010675e+05 8.1270372983e+00 3.0073925916e+00 2.9258798788e+08 2.5020282861e+08 -6.6042545578e+02 7.7761098711e+02 2.1890125078e+08 2.7294625835e+08 -6.3106022331e+02 7.2546404975e+02 -3.7819715772e+28 1.7849864711e+11 7.5106780000e+25 3.4896411571e+08 3.0778800000e+08
2.6670000000e+05 1.1322558535e+06 2.7234329947e+05 8.1346118674e+00 3.0138931971e+00 2.9238976790e+08 2.5043603268e+08 -6.6104098615e+02 7.7708272999e+02 2.1871187631e+08 2.7316377152e+08 -6.3143611365e+02 7.2462370758e+02 -3.7819715772e+28 1.8447125342e+11 7.5106780000e+25 3.4901378603e+08 3.0778800000e+08
2.6700000000e+05 1.1346973726e+06 2.7324844328e+05 8.1421812757e+00 3.0203998897e+00 2.9219136333e+08 2.5066907820e+08 -6.6165609713e+02 7.7655397821e+02 2.1852238920e+08 2.7338103255e+08 -6.3181111090e+02 7.2378309736e+02 -3.7819715772e+28 1.7967820464e+11 7.5106780000e+25 3.4906341874e+08 3.0778800000e+08
2.6730000000e+05 1.1371411617e+06 2.7415554001e+05 8.1497455181e+00 3.0269126654e+00 2.9199277428e+08 2.5090196502e+08 -6.6227078833e+02 7.7602473210e+02 2.1833278973e+08 2.7359804136e+08 -6.3218521484e+02 7.2294221996e+02 -3.7819715772e+28 1.9294980144e+11 7.5106780000e+25 3.4911301367e+08 3.0778800000e+08
2.6760000000e+05 1.1395872194e+06 2.7506459149e+05 8.1573045899e+00 3.0334315202e+00 2.9179400090e+08 2.5113469299e+08 -6.6288505934e+02 7.7549499199e+02 2.1814307817e+08 2.7381479786e+08 -6.3255842527e+02 7.2210107624e+02 -3.7819715772e+28 1.9961479245e+11 7.5106780000e+25 3.4916257067e+08 3.0778800000e+08
2.6790000000e+05 1.1420355440e+06 2.7597559953e+05 8.1648584862e+00 3.0399564500e+00 2.9159504329e+08 2.5136726196e+08 -6.6349890977e+02 7.7496475821e+02 2.1795325477e+08 2.7403130198e+08 -6.3293074198e+02 7.2125966703e+02 -3.7819715772e+28 1.9880978560e+11 7.5106780000e+25 3.4921208957e+08 3.0778800000e+08
2.6820000000e+05 1.1444861340e+06 2.7688856596e+05 8.1724072020e+00 3.0464874508e+00 2.9139590159e+08 2.5159967179e+08 -6.6411233923e+02 7.7443403108e+02 2.1776331981e+08 2.7424755363e+08 -6.3330216476e+02 7.2041799321e+02 -3.7819715772e+28 1.9700464559e+11 7.5106780000e+25 3.4926157020e+08 3.0778800000e+08
2.6850000000e+05 1.1469389878e+06 2.7780349261e+05 8.1799507325e+00 3.0530245185e+00 2.9119657593e+08 2.5183192233e+08 -6.6472534732e+02 7.7390281093e+02 2.1757327356e+08 2.7446355274e+08 -6.3367269341e+02 7.1957605560e+02 -3.7819715772e+28 2.0011782598e+11 7.5106780000e+25 3.4931101241e+08 3.0778800000e+08
2.6880000000e+05 1.1493941039e+06 2.7872038128e+05 8.1874890730e+00 3.0595676491e+00 2.9099706643e+08 2.5206401343e+08 -6.6533793365e+02 7.7337109810e+02 2.1738311628e+08 2.7467929924e+08 -6.3404232770e+02 7.1873385507e+02 -3.7819715772e+28 1.9657158887e+11 7.5106780000e+25 3.4936041602e+08 3.0778800000e+08
2.6910000000e+05 1.1518514807e+06 2.7963923380e+05 8.1950222183e+00 3.0661168385e+00 2.9079737321e+08 2.5229594494e+08 -6.6595009781e+02 7.7283889291e+02 2.1719284825e+08 2.7489479303e+08 -6.3441106743e+02 7.1789139245e+02 -3.7819715772e+28 2.0118203341e+11 7.5106780000e+25 3.4940978089e+08 3.0778800000e+08
2.6940000000e+05 1.1543111167e+06 2.8056005199e+05 8.2025501639e+00 3.0726720827e+00 2.9059749641e+08 2.5252771672e+08 -6.6656183941e+02 7.7230619570e+02 2.1700246973e+08 2.7511003405e+08 -6.3477891238e+02 7.1704866859e+02 -3.7819715772e+28 2.0385457718e+11 7.5106780000e+25 3.4945910684e+08 3.0778800000e+08
2.6970000000e+05 1.1567730103e+06 2.8148283766e+05 8.2100729047e+00 3.0792333776e+00 2.9039743615e+08 2.5275932861e+08 -6.6717315807e+02 7.7177300679e+02 2.1681198099e+08 2.7532502221e+08 -6.3514586235e+02 7.1620568433e+02 -3.7819715772e+28 1.9558884877e+11 7.5106780000e+25 3.4950839372e+08 3.0778800000e+08
2.7000000000e+05 1.1592371599e+06 2.8240759262e+05 8.2175904359e+00 3.0858007191e+00 2.9019719256e+08 2.5299078047e+08 -6.6778405338e+02 7.7123932652e+02 2.1662138230e+08 2.7553975743e+08 -6.3551191712e+02 7.1536244051e+02 -3.7819715772e+28 1.7824406692e+11 7.5106780000e+25 3.4955764136e+08 3.0778800000e+08
2.7030000000e+05 1.1617035640e+06 2.8333431869e+05 8.2251027526e+00 3.0923741031e+00 2.8999676576e+08 2.5322207216e+08 -6.6839452495e+02 7.7070515521e+02 2.1643067393e+08 2.7575423965e+08 -6.3587707646e+02 7.1451893795e+02 -3.7819715772e+28 1.8148382072e+11 7.5106780000e+25 3.4960684960e+08 3.0778800000e+08
2.7060000000e+05 1.1641722210e+06 2.8426301769e+05 8.2326098501e+00 3.0989535256e+00 2.8979615588e+08 2.5345320352e+08 -6.6900457239e+02 7.7017049320e+02 2.1623985615e+08 2.7596846877e+08 -6.3624134018e+02 7.1367517751e+02 -3.7819715772e+28 1.7805216817e+11 7.5106780000e+25 3.4965601828e+08 3.0778800000e+08
2.7090000000e+05 1.1666431294e+06 2.8519369141e+05 8.2401117234e+00 3.1055389825e+00 2.8959536306e+08 2.5368417440e+08 -6.6961419530e+02 7.6963534081e+02 2.1604892922e+08 2.7618244473e+08 -6.3660470804e+02 7.1283116000e+02 -3.7819715772e+28 1.6990807101e+11 7.5106780000e+25 3.4970514724e+08 3.0778800000e+08
2.7120000000e+05 1.1691162876e+06 2.8612634168e+05 8.2476083678e+00 3.1121304697e+00 2.8939438741e+08 2.5391498467e+08 -6.7022339329e+02 7.6909969839e+02 2.1585789341e+08 2.7639616744e+08 -6.3696717983e+02 7.1198688626e+02 -3.7819715772e+28 1.7151570325e+11 7.5106780000e+25 3.4975423631e+08 3.0778800000e+08
2.7150000000e+05 1.1715916939e+06 2.8706097030e+05 8.2550997784e+00 3.1187279831e+00 2.8919322907e+08 2.5414563417e+08 -6.7083216596e+02 7.6856356626e+02 2.1566674900e+08 2.7660963683e+08 -6.3732875533e+02 7.1114235711e+02 -3.7819715772e+28 1.5901011036e+11 7.5106780000e+25 3.4980328535e+08 3.0778800000e+08
2.7180000000e+05 1.1740693469e+06 2.8799757907e+05 8.2625859503e+00 3.1253315187e+00 2.8899188815e+08 2.5437612276e+08 -6.7144051293e+02 7.6802694476e+02 2.1547549625e+08 2.7682285283e+08 -6.3768943432e+02 7.1029757339e+02 -3.7819715772e+28 1.6492157860e+11 7.5106780000e+25 3.4985229418e+08 3.0778800000e+08
2.7210000000e+05 1.1765492449e+06 2.8893616981e+05 8.2700668787e+00 3.1319410722e+00 2.8879036480e+08 2.5460645029e+08 -6.7204843380e+02 7.6748983422e+02 2.1528413543e+08 2.7703581535e+08 -6.3804921659e+02 7.0945253591e+02 -3.7819715772e+28 1.5003188284e+11 7.5106780000e+25 3.4990126264e+08 3.0778800000e+08
2.7240000000e+05 1.1790313865e+06 2.8987674431e+05 8.2775425589e+00 3.1385566397e+00 2.8858865914e+08 2.5483661661e+08 -6.7265592817e+02 7.6695223496e+02 2.1509266681e+08 2.7724852432e+08 -6.3840810190e+02 7.0860724549e+02 -3.7819715772e+28 1.4987335239e+11 7.5106780000e+25 3.4995019058e+08 3.0778800000e+08
2.7270000000e+05 1.1815157700e+06 2.9081930439e+05 8.2850129859e+00 3.1451782170e+00 2.8838677129e+08 2.5506662158e+08 -6.7326299567e+02 7.6641414734e+02 2.1490109066e+08 2.7746097967e+08 -6.3876609004e+02 7.0776170296e+02 -3.7819715772e+28 1.5493996449e+11 7.5106780000e+25 3.4999907784e+08 3.0778800000e+08
2.7300000000e+05 1.1840023938e+06 2.9176385185e+05 8.2924781549e+00 3.1518058000e+00 2.8818470138e+08 2.5529646505e+08 -6.7386963588e+02 7.6587557167e+02 2.1470940724e+08 2.7767318132e+08 -6.3912318078e+02 7.0691590913e+02 -3.7819715772e+28 1.5434228393e+11 7.5106780000e+25 3.5004792425e+08 3.0778800000e+08
2.7330000000e+05 1.1864912563e+06 2.9271038847e+05 8.2999380611e+00 3.1584393847e+00 2.8798244955e+08 2.5552614688e+08 -6.7447584843e+02 7.6533650830e+02 2.1451761684e+08 2.7788512919e+08 -6.3947937389e+02 7.0606986481e+02 -3.7819715772e+28 1.5322242114e+11 7.5106780000e+25 3.5009672966e+08 3.0778800000e+08
2.7360000000e+05 1.1889823561e+06 2.9365891608e+05 8.3073926998e+00 3.1650789667e+00 2.8778001591e+08 2.5575566691e+08 -6.7508163292e+02 7.6479695755e+02 2.1432571971e+08 2.7809682321e+08 -6.3983466916e+02 7.0522357083e+02 -3.7819715772e+28 1.5651451852e+11 7.5106780000e+25 3.5014549391e+08 3.0778800000e+08
2.7390000000e+05 1.1914756914e+06 2.9460943645e+05 8.3148420660e+00 3.1717245422e+00 2.8757740061e+08 2.5598502500e+08 -6.7568698896e+02 7.6425691977e+02 2.1413371613e+08 2.7830826331e+08 -6.4018906634e+02 7.0437702798e+02 -3.7819715772e+28 1.5199997019e+11 7.5106780000e+25 3.5019421683e+08 3.0778800000e+08
2.7420000000e+05 1.1939712608e+06 2.9556195140e+05 8.3222861550e+00 3.1783761069e+00 2.8737460376e+08 2.5621422101e+08 -6.7629191615e+02 7.6371639529e+02 2.1394160636e+08 2.7851944941e+08 -6.4054256522e+02 7.0353023709e+02 -3.7819715772e+28 1.5302200600e+11 7.5106780000e+25 3.5024289827e+08 3.0778800000e+08
2.7450000000e+05 1.1964690626e+06 2.9651646272e+05 8.3297249620e+00 3.1850336567e+00 2.8717162550e+08 2.5644325479e+08 -6.7689641411e+02 7.6317538444e+02 2.1374939068e+08 2.7873038143e+08 -6.4089516556e+02 7.0268319895e+02 -3.7819715772e+28 1.4906188406e+11 7.5106780000e+25 3.5029153808e+08 3.0778800000e+08
2.7480000000e+05 1.1989690952e+06 2.9747297219e+05 8.3371584822e+00 3.1916971875e+00 2.8696846596e+08 2.5667212619e+08 -6.7750048245e+02 7.6263388755e+02 2.1355706935e+08 2.7894105930e+08 -6.4124686714e+02 7.0183591437e+02 -3.7819715772e+28 1.4798329693e+11 7.5106780000e+25 3.5034013608e+08 3.0778800000e+08
2.7510000000e+05 1.2014713571e+06 2.9843148163e+05 8.3445867107e+00 3.1983666951e+00 2.8676512526e+08 2.5690083508e+08 -6.7810412078e+02 7.6209190498e+02 2.1336464265e+08 2.7915148295e+08 -6.4159766972e+02 7.0098838416e+02 -3.7819715772e+28 1.5120292348e+11 7.5106780000e+25 3.5038869212e+08 3.0778800000e+08
2.7540000000e+05 1.2039758467e+06 2.9939199281e+05 8.3520096428e+00 3.2050421754e+00 2.8656160353e+08 2.5712938129e+08 -6.7870732871e+02 7.6154943704e+02 2.1317211084e+08 2.7936165231e+08 -6.4194757306e+02 7.0014060911e+02 -3.7819715772e+28 1.5392551775e+11 7.5106780000e+25 3.5043720605e+08 3.0778800000e+08
2.7570000000e+05 1.2064825624e+06 3.0035450753e+05 8.3594272736e+00 3.2117236243e+00 2.8635790090e+08 2.5735776469e+08 -6.7931010584e+02 7.6100648409e+02 2.1297947419e+08 2.7957156729e+08 -6.4229657694e+02 6.9929259002e+02 -3.7819715772e+28 1.4631935336e+11 7.5106780000e+25 3.5048567770e+08 3.0778800000e+08
