# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 E Px Py r_probe_earth perigee
3.9990000000e+05 2.4148754714e+06 8.9062924425e+05 1.0922003041e+01 6.4366964058e+00 1.8816056177e+08 3.3632281229e+08 -8.8755207727e+02 4.9893630514e+02 1.2759916536e+08 3.4400507960e+08 -7.0325024460e+02 3.3521737517e+02 -3.7819715772e+28 1.0619779236e+11 7.5106780000e+25 3.6523777526e+08 3.0778800000e+08
4.0020000000e+05 2.4181527992e+06 8.9256156673e+05 1.0926848038e+01 6.4454541133e+00 1.8789423708e+08 3.3647238644e+08 -8.8794579515e+02 4.9822462968e+02 1.2738820303e+08 3.4410551106e+08 -7.0316507643e+02 3.3432566612e+02 -3.7819715772e+28 1.1393269756e+11 7.5106780000e+25 3.6525695360e+08 3.0778800000e+08
4.0050000000e+05 2.4214315795e+06 8.9449651712e+05 1.0931686047e+01 6.4542157624e+00 1.8762779435e+08 3.3662174704e+08 -8.8833894508e+02 4.9751263392e+02 1.2717726645e+08 3.4420567501e+08 -7.0307851326e+02 3.3343401805e+02 -3.7819715772e+28 1.1045672784e+11 7.5106780000e+25 3.6527603755e+08 3.0778800000e+08
4.0080000000e+05 2.4247118102e+06 8.9643409658e+05 1.0936517064e+01 6.4629813477e+00 1.8736123377e+08 3.3677089399e+08 -8.8873152681e+02 4.9680031830e+02 1.2696635606e+08 3.4430557147e+08 -7.0299055159e+02 3.3254243241e+02 -3.7819715772e+28 1.1278156861e+11 7.5106780000e+25 3.6529502705e+08 3.0778800000e+08
4.0110000000e+05 2.4279934891e+06 8.9837430632e+05 1.0941341085e+01 6.4717508635e+00 1.8709455550e+08 3.3691982720e+08 -8.8912354006e+02 4.9608768327e+02 1.2675547226e+08 3.4440520047e+08 -7.0290118788e+02 3.3165091064e+02 -3.7819715772e+28 1.0949641480e+11 7.5106780000e+25 3.6531392199e+08 3.0778800000e+08
4.0140000000e+05 2.4312766141e+06 9.0031714749e+05 1.0946158107e+01 6.4805243043e+00 1.8682775970e+08 3.3706854657e+08 -8.8951498459e+02 4.9537472928e+02 1.2654461549e+08 3.4450456203e+08 -7.0281041857e+02 3.3075945422e+02 -3.7819715772e+28 1.1277775615e+11 7.5106780000e+25 3.6533272230e+08 3.0778800000e+08
4.0170000000e+05 2.4345611832e+06 9.0226262129e+05 1.0950968128e+01 6.4893016646e+00 1.8656084656e+08 3.3721705200e+08 -8.8990586012e+02 4.9466145678e+02 1.2633378615e+08 3.4460365615e+08 -7.0271824009e+02 3.2986806462e+02 -3.7819715772e+28 1.1520461542e+11 7.5106780000e+25 3.6535142789e+08 3.0778800000e+08
4.0200000000e+05 2.4378471943e+06 9.0421072888e+05 1.0955771143e+01 6.4980829390e+00 1.8629381624e+08 3.3736534341e+08 -8.9029616639e+02 4.9394786622e+02 1.2612298469e+08 3.4470248287e+08 -7.0262464881e+02 3.2897674333e+02 -3.7819715772e+28 1.0811386194e+11 7.5106780000e+25 3.6537003868e+08 3.0778800000e+08
4.0230000000e+05 2.4411346452e+06 9.0616147145e+05 1.0960567150e+01 6.5068681217e+00 1.8602666892e+08 3.3751342069e+08 -8.9068590315e+02 4.9323395805e+02 1.2591221151e+08 3.4480104220e+08 -7.0252964112e+02 3.2808549185e+02 -3.7819715772e+28 1.1525468338e+11 7.5106780000e+25 3.6538855458e+08 3.0778800000e+08
4.0260000000e+05 2.4444235339e+06 9.0811485015e+05 1.0965356146e+01 6.5156572074e+00 1.8575940476e+08 3.3766128375e+08 -8.9107507012e+02 4.9251973272e+02 1.2570146704e+08 3.4489933417e+08 -7.0243321336e+02 3.2719431171e+02 -3.7819715772e+28 1.1735988548e+11 7.5106780000e+25 3.6540697550e+08 3.0778800000e+08
4.0290000000e+05 2.4477138582e+06 9.1007086616e+05 1.0970138127e+01 6.5244501904e+00 1.8549202393e+08 3.3780893250e+08 -8.9146366706e+02 4.9180519067e+02 1.2549075172e+08 3.4499735880e+08 -7.0233536184e+02 3.2630320443e+02 -3.7819715772e+28 1.1157016757e+11 7.5106780000e+25 3.6542530137e+08 3.0778800000e+08
4.0320000000e+05 2.4510056161e+06 9.1202952065e+05 1.0974913089e+01 6.5332470653e+00 1.8522452662e+08 3.3795636683e+08 -8.9185169370e+02 4.9109033237e+02 1.2528006597e+08 3.4509511610e+08 -7.0223608285e+02 3.2541217154e+02 -3.7819715772e+28 1.1213938920e+11 7.5106780000e+25 3.6544353210e+08 3.0778800000e+08
4.0350000000e+05 2.4542988053e+06 9.1399081479e+05 1.0979681031e+01 6.5420478264e+00 1.8495691297e+08 3.3810358667e+08 -8.9223914977e+02 4.9037515826e+02 1.2506941021e+08 3.4519260611e+08 -7.0213537266e+02 3.2452121461e+02 -3.7819715772e+28 1.1630992067e+11 7.5106780000e+25 3.6546166761e+08 3.0778800000e+08
4.0380000000e+05 2.4575934240e+06 9.1595474973e+05 1.0984441948e+01 6.5508524682e+00 1.8468918318e+08 3.3825059190e+08 -8.9262603503e+02 4.8965966880e+02 1.2485878489e+08 3.4528982884e+08 -7.0203322752e+02 3.2363033520e+02 -3.7819715772e+28 1.1337275541e+11 7.5106780000e+25 3.6547970782e+08 3.0778800000e+08
4.0410000000e+05 2.4608894698e+06 9.1792132666e+05 1.0989195838e+01 6.5596609852e+00 1.8442133741e+08 3.3839738244e+08 -8.9301234921e+02 4.8894386442e+02 1.2464819042e+08 3.4538678432e+08 -7.0192964363e+02 3.2273953490e+02 -3.7819715772e+28 1.1161275816e+11 7.5106780000e+25 3.6549765264e+08 3.0778800000e+08
4.0440000000e+05 2.4641869408e+06 9.1989054671e+05 1.0993942697e+01 6.5684733718e+00 1.8415337583e+08 3.3854395819e+08 -8.9339809204e+02 4.8822774559e+02 1.2443762725e+08 3.4548347257e+08 -7.0182461719e+02 3.2184881529e+02 -3.7819715772e+28 1.1995335140e+11 7.5106780000e+25 3.6551550199e+08 3.0778800000e+08
4.0470000000e+05 2.4674858347e+06 9.2186241107e+05 1.0998682522e+01 6.5772896224e+00 1.8388529861e+08 3.3869031905e+08 -8.9378326329e+02 4.8751131276e+02 1.2422709580e+08 3.4557989362e+08 -7.0171814435e+02 3.2095817800e+02 -3.7819715772e+28 1.2383233375e+11 7.5106780000e+25 3.6553325579e+08 3.0778800000e+08
4.0500000000e+05 2.4707861496e+06 9.2383692087e+05 1.1003415309e+01 6.5861097316e+00 1.8361710593e+08 3.3883646494e+08 -8.9416786267e+02 4.8679456638e+02 1.2401659650e+08 3.4567604748e+08 -7.0161022125e+02 3.2006762463e+02 -3.7819715772e+28 1.1956161835e+11 7.5106780000e+25 3.6555091397e+08 3.0778800000e+08
4.0530000000e+05 2.4740878832e+06 9.2581407729e+05 1.1008141057e+01 6.5949336936e+00 1.8334879795e+08 3.3898239576e+08 -8.9455188994e+02 4.8607750689e+02 1.2380612981e+08 3.4577193420e+08 -7.0150084401e+02 3.1917715683e+02 -3.7819715772e+28 1.2315225633e+11 7.5106780000e+25 3.6556847643e+08 3.0778800000e+08
4.0560000000e+05 2.4773910335e+06 9.2779388147e+05 1.1012859761e+01 6.6037615030e+00 1.8308037485e+08 3.3912811141e+08 -8.9493534485e+02 4.8536013476e+02 1.2359569614e+08 3.4586755379e+08 -7.0139000869e+02 3.1828677624e+02 -3.7819715772e+28 1.1948009594e+11 7.5106780000e+25 3.6558594311e+08 3.0778800000e+08
4.0590000000e+05 2.4806955984e+06 9.2977633458e+05 1.1017571418e+01 6.6125931542e+00 1.8281183680e+08 3.3927361181e+08 -8.9531822712e+02 4.8464245044e+02 1.2338529595e+08 3.4596290627e+08 -7.0127771136e+02 3.1739648454e+02 -3.7819715772e+28 1.2241532468e+11 7.5106780000e+25 3.6560331391e+08 3.0778800000e+08
4.0620000000e+05 2.4840015757e+06 9.3176143775e+05 1.1022276026e+01 6.6214286417e+00 1.8254318397e+08 3.3941889685e+08 -8.9570053651e+02 4.8392445438e+02 1.2317492966e+08 3.4605799169e+08 -7.0116394805e+02 3.1650628340e+02 -3.7819715772e+28 1.2422321730e+11 7.5106780000e+25 3.6562058876e+08 3.0778800000e+08
4.0650000000e+05 2.4873089633e+06 9.3374919214e+05 1.1026973581e+01 6.6302679597e+00 1.8227441654e+08 3.3956396645e+08 -8.9608227275e+02 4.8320614702e+02 1.2296459773e+08 3.4615281005e+08 -7.0104871474e+02 3.1561617452e+02 -3.7819715772e+28 1.2968878530e+11 7.5106780000e+25 3.6563776759e+08 3.0778800000e+08
4.0680000000e+05 2.4906177591e+06 9.3573959891e+05 1.1031664079e+01 6.6391111028e+00 1.8200553467e+08 3.3970882051e+08 -8.9646343560e+02 4.8248752883e+02 1.2275430058e+08 3.4624736140e+08 -7.0093200741e+02 3.1472615960e+02 -3.7819715772e+28 1.3105223977e+11 7.5106780000e+25 3.6565485031e+08 3.0778800000e+08
4.0710000000e+05 2.4939279610e+06 9.3773265919e+05 1.1036347519e+01 6.6479580654e+00 1.8173653853e+08 3.3985345894e+08 -8.9684402479e+02 4.8176860026e+02 1.2254403867e+08 3.4634164576e+08 -7.0081382200e+02 3.1383624038e+02 -3.7819715772e+28 1.3424897300e+11 7.5106780000e+25 3.6567183685e+08 3.0778800000e+08
4.0740000000e+05 2.4972395669e+06 9.3972837413e+05 1.1041023896e+01 6.6568088420e+00 1.8146742831e+08 3.3999788164e+08 -8.9722404008e+02 4.8104936176e+02 1.2233381244e+08 3.4643566315e+08 -7.0069415444e+02 3.1294641859e+02 -3.7819715772e+28 1.4196477815e+11 7.5106780000e+25 3.6568872713e+08 3.0778800000e+08
4.0770000000e+05 2.5005525746e+06 9.4172674487e+05 1.1045693207e+01 6.6656634268e+00 1.8119820417e+08 3.4014208852e+08 -8.9760348119e+02 4.8032981379e+02 1.2212362233e+08 3.4652941362e+08 -7.0057300059e+02 3.1205669599e+02 -3.7819715772e+28 1.3692615784e+11 7.5106780000e+25 3.6570552106e+08 3.0778800000e+08
4.0800000000e+05 2.5038669821e+06 9.4372777256e+05 1.1050355450e+01 6.6745218144e+00 1.8092886628e+08 3.4028607950e+08 -8.9798234789e+02 4.7960995679e+02 1.2191346879e+08 3.4662289718e+08 -7.0045035632e+02 3.1116707434e+02 -3.7819715772e+28 1.4226495519e+11 7.5106780000e+25 3.6572221858e+08 3.0778800000e+08
4.0830000000e+05 2.5071827872e+06 9.4573145834e+05 1.1055010621e+01 6.6833839991e+00 1.8065941482e+08 3.4042985447e+08 -8.9836063992e+02 4.7888979123e+02 1.2170335226e+08 3.4671611387e+08 -7.0032621746e+02 3.1027755544e+02 -3.7819715772e+28 1.5326905488e+11 7.5106780000e+25 3.6573881962e+08 3.0778800000e+08
4.0860000000e+05 2.5104999878e+06 9.4773780334e+05 1.1059658717e+01 6.6922499753e+00 1.8038984995e+08 3.4057341334e+08 -8.9873835701e+02 4.7816931756e+02 1.2149327321e+08 3.4680906373e+08 -7.0020057980e+02 3.0938814109e+02 -3.7819715772e+28 1.4667758436e+11 7.5106780000e+25 3.6575532408e+08 3.0778800000e+08
4.0890000000e+05 2.5138185817e+06 9.4974680871e+05 1.1064299735e+01 6.7011197375e+00 1.8012017186e+08 3.4071675603e+08 -8.9911549893e+02 4.7744853623e+02 1.2128323206e+08 3.4690174677e+08 -7.0007343912e+02 3.0849883311e+02 -3.7819715772e+28 1.4916530173e+11 7.5106780000e+25 3.6577173190e+08 3.0778800000e+08
4.0920000000e+05 2.5171385669e+06 9.5175847556e+05 1.1068933672e+01 6.7099932801e+00 1.7985038071e+08 3.4085988243e+08 -8.9949206541e+02 4.7672744770e+02 1.2107322929e+08 3.4699416304e+08 -6.9994479114e+02 3.0760963333e+02 -3.7819715772e+28 1.6097353996e+11 7.5106780000e+25 3.6578804300e+08 3.0778800000e+08
4.0950000000e+05 2.5204599412e+06 9.5377280505e+05 1.1073560524e+01 6.7188705974e+00 1.7958047668e+08 3.4100279246e+08 -8.9986805619e+02 4.7600605242e+02 1.2086326534e+08 3.4708631256e+08 -6.9981463159e+02 3.0672054361e+02 -3.7819715772e+28 1.5614529579e+11 7.5106780000e+25 3.6580425731e+08 3.0778800000e+08
4.0980000000e+05 2.5237827025e+06 9.5578979830e+05 1.1078180289e+01 6.7277516839e+00 1.7931045993e+08 3.4114548603e+08 -9.0024347104e+02 4.7528435085e+02 1.2065334067e+08 3.4717819537e+08 -6.9968295613e+02 3.0583156581e+02 -3.7819715772e+28 1.5983464100e+11 7.5106780000e+25 3.6582037476e+08 3.0778800000e+08
4.1010000000e+05 2.5271068487e+06 9.5780945644e+05 1.1082792964e+01 6.7366365339e+00 1.7904033065e+08 3.4128796304e+08 -9.0061830970e+02 4.7456234344e+02 1.2044345572e+08 3.4726981151e+08 -6.9954976042e+02 3.0494270182e+02 -3.7819715772e+28 1.5452270866e+11 7.5106780000e+25 3.6583639526e+08 3.0778800000e+08
4.1040000000e+05 2.5304323776e+06 9.5983178060e+05 1.1087398545e+01 6.7455251418e+00 1.7877008901e+08 3.4143022341e+08 -9.0099257190e+02 4.7384003066e+02 1.2023361096e+08 3.4736116101e+08 -6.9941504007e+02 3.0405395356e+02 -3.7819715772e+28 1.4085250183e+11 7.5106780000e+25 3.6585231875e+08 3.0778800000e+08
4.1070000000e+05 2.5337592871e+06 9.6185677190e+05 1.1091997029e+01 6.7544175021e+00 1.7849973517e+08 3.4157226703e+08 -9.0136625742e+02 4.7311741295e+02 1.2002380685e+08 3.4745224390e+08 -6.9927879067e+02 3.0316532292e+02 -3.7819715772e+28 1.3715871587e+11 7.5106780000e+25 3.6586814516e+08 3.0778800000e+08
4.1100000000e+05 2.5370875751e+06 9.6388443147e+05 1.1096588414e+01 6.7633136091e+00 1.7822926931e+08 3.4171409383e+08 -9.0173936598e+02 4.7239449077e+02 1.1981404384e+08 3.4754306021e+08 -6.9914100777e+02 3.0227681186e+02 -3.7819715772e+28 1.3816368765e+11 7.5106780000e+25 3.6588387441e+08 3.0778800000e+08
4.1130000000e+05 2.5404172394e+06 9.6591476044e+05 1.1101172695e+01 6.7722134571e+00 1.7795869161e+08 3.4185570370e+08 -9.0211189734e+02 4.7167126458e+02 1.1960432240e+08 3.4763360999e+08 -6.9900168690e+02 3.0138842234e+02 -3.7819715772e+28 1.3957175489e+11 7.5106780000e+25 3.6589950644e+08 3.0778800000e+08
4.1160000000e+05 2.5437482780e+06 9.6794775992e+05 1.1105749871e+01 6.7811170407e+00 1.7768800223e+08 3.4199709655e+08 -9.0248385125e+02 4.7094773483e+02 1.1939464298e+08 3.4772389328e+08 -6.9886082354e+02 3.0050015632e+02 -3.7819715772e+28 1.3971487839e+11 7.5106780000e+25 3.6591504116e+08 3.0778800000e+08
4.1190000000e+05 2.5470806887e+06 9.6998343104e+05 1.1110319937e+01 6.7900243541e+00 1.7741720135e+08 3.4213827231e+08 -9.0285522746e+02 4.7022390199e+02 1.1918500606e+08 3.4781391010e+08 -6.9871841316e+02 2.9961201579e+02 -3.7819715772e+28 1.5649742232e+11 7.5106780000e+25 3.6593047851e+08 3.0778800000e+08
4.1220000000e+05 2.5504144693e+06 9.7202177490e+05 1.1114882892e+01 6.7989353917e+00 1.7714628915e+08 3.4227923087e+08 -9.0322602572e+02 4.6949976651e+02 1.1897541209e+08 3.4790366050e+08 -6.9857445119e+02 2.9872400278e+02 -3.7819715772e+28 1.5126218733e+11 7.5106780000e+25 3.6594581842e+08 3.0778800000e+08
4.1250000000e+05 2.5537496177e+06 9.7406279264e+05 1.1119438731e+01 6.8078501480e+00 1.7687526579e+08 3.4241997214e+08 -9.0359624578e+02 4.6877532884e+02 1.1876586154e+08 3.4799314452e+08 -6.9842893301e+02 2.9783611931e+02 -3.7819715772e+28 1.5622889609e+11 7.5106780000e+25 3.6596106082e+08 3.0778800000e+08
4.1280000000e+05 2.5570861318e+06 9.7610648536e+05 1.1123987452e+01 6.8167686172e+00 1.7660413146e+08 3.4256049603e+08 -9.0396588739e+02 4.6805058944e+02 1.1855635489e+08 3.4808236219e+08 -6.9828185399e+02 2.9694836742e+02 -3.7819715772e+28 1.4823115221e+11 7.5106780000e+25 3.6597620564e+08 3.0778800000e+08
4.1310000000e+05 2.5604240094e+06 9.7815285418e+05 1.1128529052e+01 6.8256907938e+00 1.7633288632e+08 3.4270080246e+08 -9.0433495031e+02 4.6732554878e+02 1.1834689259e+08 3.4817131355e+08 -6.9813320946e+02 2.9606074919e+02 -3.7819715772e+28 1.5921014546e+11 7.5106780000e+25 3.6599125282e+08 3.0778800000e+08
4.1340000000e+05 2.5637632485e+06 9.8020190021e+05 1.1133063527e+01 6.8346166720e+00 1.7606153055e+08 3.4284089133e+08 -9.0470343427e+02 4.6660020730e+02 1.1813747512e+08 3.4825999865e+08 -6.9798299471e+02 2.9517326671e+02 -3.7819715772e+28 1.4830598847e+11 7.5106780000e+25 3.6600620228e+08 3.0778800000e+08
4.1370000000e+05 2.5671038468e+06 9.8225362456e+05 1.1137590875e+01 6.8435462463e+00 1.7579006432e+08 3.4298076255e+08 -9.0507133905e+02 4.6587456548e+02 1.1792810295e+08 3.4834841752e+08 -6.9783120501e+02 2.9428592208e+02 -3.7819715772e+28 1.3976684794e+11 7.5106780000e+25 3.6602105395e+08 3.0778800000e+08
4.1400000000e+05 2.5704458023e+06 9.8430802833e+05 1.1142111093e+01 6.8524795111e+00 1.7551848780e+08 3.4312041604e+08 -9.0543866437e+02 4.6514862375e+02 1.1771877655e+08 3.4843657022e+08 -6.9767783558e+02 2.9339871742e+02 -3.7819715772e+28 1.4587462225e+11 7.5106780000e+25 3.6603580777e+08 3.0778800000e+08
4.1430000000e+05 2.5737891128e+06 9.8636511263e+05 1.1146624176e+01 6.8614164607e+00 1.7524680118e+08 3.4325985170e+08 -9.0580541001e+02 4.6442238259e+02 1.1750949641e+08 3.4852445677e+08 -6.9752288161e+02 2.9251165490e+02 -3.7819715772e+28 1.4976507225e+11 7.5106780000e+25 3.6605046368e+08 3.0778800000e+08
4.1460000000e+05 2.5771337761e+06 9.8842487857e+05 1.1151130124e+01 6.8703570894e+00 1.7497500461e+08 3.4339906944e+08 -9.0617157572e+02 4.6369584246e+02 1.1730026298e+08 3.4861207722e+08 -6.9736633827e+02 2.9162473666e+02 -3.7819715772e+28 1.5837796212e+11 7.5106780000e+25 3.6606502161e+08 3.0778800000e+08
4.1490000000e+05 2.5804797901e+06 9.9048732725e+05 1.1155628932e+01 6.8793013916e+00 1.7470309829e+08 3.4353806917e+08 -9.0653716123e+02 4.6296900380e+02 1.1709107676e+08 3.4869943162e+08 -6.9720820067e+02 2.9073796491e+02 -3.7819715772e+28 1.5903720867e+11 7.5106780000e+25 3.6607948148e+08 3.0778800000e+08
4.1520000000e+05 2.5838271527e+06 9.9255245977e+05 1.1160120597e+01 6.8882493616e+00 1.7443108238e+08 3.4367685081e+08 -9.0690216632e+02 4.6224186709e+02 1.1688193822e+08 3.4878652002e+08 -6.9704846391e+02 2.8985134184e+02 -3.7819715772e+28 1.6263564317e+11 7.5106780000e+25 3.6609384325e+08 3.0778800000e+08
4.1550000000e+05 2.5871758618e+06 9.9462027724e+05 1.1164605116e+01 6.8972009938e+00 1.7415895705e+08 3.4381541427e+08 -9.0726659074e+02 4.6151443278e+02 1.1667284784e+08 3.4887334244e+08 -6.9688712304e+02 2.8896486970e+02 -3.7819715772e+28 1.7021562853e+11 7.5106780000e+25 3.6610810683e+08 3.0778800000e+08
4.1580000000e+05 2.5905259151e+06 9.9669078074e+05 1.1169082487e+01 6.9061562826e+00 1.7388672248e+08 3.4395375944e+08 -9.0763043423e+02 4.6078670132e+02 1.1646380611e+08 3.4895989895e+08 -6.9672417307e+02 2.8807855072e+02 -3.7819715772e+28 1.6484930249e+11 7.5106780000e+25 3.6612227218e+08 3.0778800000e+08
4.1610000000e+05 2.5938773106e+06 9.9876397137e+05 1.1173552706e+01 6.9151152223e+00 1.7361437885e+08 3.4409188626e+08 -9.0799369655e+02 4.6005867319e+02 1.1625481350e+08 3.4904618959e+08 -6.9655960900e+02 2.8719238720e+02 -3.7819715772e+28 1.6270800741e+11 7.5106780000e+25 3.6613633922e+08 3.0778800000e+08
4.1640000000e+05 2.5972300460e+06 1.0008398502e+06 1.1178015770e+01 6.9240778071e+00 1.7334192632e+08 3.4422979462e+08 -9.0835637746e+02 4.5933034883e+02 1.1604587051e+08 3.4913221440e+08 -6.9639342575e+02 2.8630638141e+02 -3.7819715772e+28 1.6269812710e+11 7.5106780000e+25 3.6615030789e+08 3.0778800000e+08
4.1670000000e+05 2.6005841193e+06 1.0029184184e+06 1.1182471677e+01 6.9330440316e+00 1.7306936508e+08 3.4436748444e+08 -9.0871847672e+02 4.5860172872e+02 1.1583697761e+08 3.4921797344e+08 -6.9622561826e+02 2.8542053567e+02 -3.7819715772e+28 1.7223089070e+11 7.5106780000e+25 3.6616417814e+08 3.0778800000e+08
4.1700000000e+05 2.6039395283e+06 1.0049996770e+06 1.1186920423e+01 6.9420138899e+00 1.7279669529e+08 3.4450495562e+08 -9.0907999407e+02 4.5787281330e+02 1.1562813530e+08 3.4930346674e+08 -6.9605618137e+02 2.8453485234e+02 -3.7819715772e+28 1.6521305515e+11 7.5106780000e+25 3.6617794989e+08 3.0778800000e+08
4.1730000000e+05 2.6072962708e+06 1.0070836271e+06 1.1191362005e+01 6.9509873764e+00 1.7252391714e+08 3.4464220809e+08 -9.0944092928e+02 4.5714360305e+02 1.1541934406e+08 3.4938869436e+08 -6.9588510994e+02 2.8364933376e+02 -3.7819715772e+28 1.5865104996e+11 7.5106780000e+25 3.6619162310e+08 3.0778800000e+08
4.1760000000e+05 2.6106543448e+06 1.0091702698e+06 1.1195796420e+01 6.9599644856e+00 1.7225103079e+08 3.4477924176e+08 -9.0980128211e+02 4.5641409841e+02 1.1521060440e+08 3.4947365636e+08 -6.9571239876e+02 2.8276398232e+02 -3.7819715772e+28 1.6252190292e+11 7.5106780000e+25 3.6620519769e+08 3.0778800000e+08
4.1790000000e+05 2.6140137480e+06 1.0112596062e+06 1.1200223666e+01 6.9689452115e+00 1.7197803643e+08 3.4491605652e+08 -9.1016105230e+02 4.5568429986e+02 1.1500191679e+08 3.4955835277e+08 -6.9553804258e+02 2.8187880044e+02 -3.7819715772e+28 1.7094821662e+11 7.5106780000e+25 3.6621867361e+08 3.0778800000e+08
4.1820000000e+05 2.6173744783e+06 1.0133516373e+06 1.1204643739e+01 6.9779295487e+00 1.7170493422e+08 3.4505265231e+08 -9.1052023962e+02 4.5495420785e+02 1.1479328173e+08 3.4964278365e+08 -6.9536203613e+02 2.8099379054e+02 -3.7819715772e+28 1.7149336977e+11 7.5106780000e+25 3.6623205081e+08 3.0778800000e+08
4.1850000000e+05 2.6207365335e+06 1.0154463643e+06 1.1209056636e+01 6.9869174915e+00 1.7143172434e+08 3.4518902902e+08 -9.1087884382e+02 4.5422382285e+02 1.1458469973e+08 3.4972694906e+08 -6.9518437410e+02 2.8010895507e+02 -3.7819715772e+28 1.6281156408e+11 7.5106780000e+25 3.6624532921e+08 3.0778800000e+08
4.1880000000e+05 2.6240999115e+06 1.0175437881e+06 1.1213462355e+01 6.9959090340e+00 1.7115840697e+08 3.4532518657e+08 -9.1123686466e+02 4.5349314531e+02 1.1437617128e+08 3.4981084904e+08 -6.9500505112e+02 2.7922429653e+02 -3.7819715772e+28 1.6276758111e+11 7.5106780000e+25 3.6625850877e+08 3.0778800000e+08
4.1910000000e+05 2.6274646102e+06 1.0196439100e+06 1.1217860892e+01 7.0049041708e+00 1.7088498228e+08 3.4546112488e+08 -9.1159430191e+02 4.5276217570e+02 1.1416769687e+08 3.4989448366e+08 -6.9482406180e+02 2.7833981741e+02 -3.7819715772e+28 1.6689764267e+11 7.5106780000e+25 3.6627158943e+08 3.0778800000e+08
4.1940000000e+05 2.6308306274e+06 1.0217467310e+06 1.1222252244e+01 7.0139028960e+00 1.7061145045e+08 3.4559684385e+08 -9.1195115531e+02 4.5203091448e+02 1.1395927701e+08 3.4997785295e+08 -6.9464140071e+02 2.7745552024e+02 -3.7819715772e+28 1.6535419104e+11 7.5106780000e+25 3.6628457112e+08 3.0778800000e+08
4.1970000000e+05 2.6341979608e+06 1.0238522521e+06 1.1226636409e+01 7.0229052040e+00 1.7033781165e+08 3.4573234340e+08 -9.1230742463e+02 4.5129936211e+02 1.1375091220e+08 3.5006095699e+08 -6.9445706237e+02 2.7657140757e+02 -3.7819715772e+28 1.6961604838e+11 7.5106780000e+25 3.6629745381e+08 3.0778800000e+08
4.2000000000e+05 2.6375666085e+06 1.0259604745e+06 1.1231013384e+01 7.0319110891e+00 1.7006406605e+08 3.4586762344e+08 -9.1266310962e+02 4.5056751906e+02 1.1354260294e+08 3.5014379582e+08 -6.9427104128e+02 2.7568748199e+02 -3.7819715772e+28 1.5235887453e+11 7.5106780000e+25 3.6631023742e+08 3.0778800000e+08
4.2030000000e+05 2.6409365681e+06 1.0280713991e+06 1.1235383164e+01 7.0409205457e+00 1.6979021384e+08 3.4600268388e+08 -9.1301821006e+02 4.4983538579e+02 1.1333434974e+08 3.5022636950e+08 -6.9408333187e+02 2.7480374610e+02 -3.7819715772e+28 1.5006420434e+11 7.5106780000e+25 3.6632292191e+08 3.0778800000e+08
4.2060000000e+05 2.6443078377e+06 1.0301850272e+06 1.1239745749e+01 7.0499335679e+00 1.6951625518e+08 3.4613752464e+08 -9.1337272569e+02 4.4910296275e+02 1.1312615311e+08 3.5030867808e+08 -6.9389392854e+02 2.7392020253e+02 -3.7819715772e+28 1.5346609802e+11 7.5106780000e+25 3.6633550721e+08 3.0778800000e+08
4.2090000000e+05 2.6476804149e+06 1.0323013596e+06 1.1244101134e+01 7.0589501501e+00 1.6924219026e+08 3.4627214563e+08 -9.1372665628e+02 4.4837025042e+02 1.1291801355e+08 3.5039072164e+08 -6.9370282568e+02 2.7303685393e+02 -3.7819715772e+28 1.4956045848e+11 7.5106780000e+25 3.6634799329e+08 3.0778800000e+08
4.2120000000e+05 2.6510542976e+06 1.0344203976e+06 1.1248449316e+01 7.0679702867e+00 1.6896801925e+08 3.4640654676e+08 -9.1408000158e+02 4.4763724925e+02 1.1270993158e+08 3.5047250022e+08 -6.9351001758e+02 2.7215370300e+02 -3.7819715772e+28 1.4831519068e+11 7.5106780000e+25 3.6636038009e+08 3.0778800000e+08
4.2150000000e+05 2.6544294837e+06 1.0365421422e+06 1.1252790294e+01 7.0769939719e+00 1.6869374232e+08 3.4654072795e+08 -9.1443276137e+02 4.4690395972e+02 1.1250190771e+08 3.5055401388e+08 -6.9331549854e+02 2.7127075243e+02 -3.7819715772e+28 1.3972052871e+11 7.5106780000e+25 3.6637266754e+08 3.0778800000e+08
4.2180000000e+05 2.6578059711e+06 1.0386665944e+06 1.1257124063e+01 7.0860212000e+00 1.6841935965e+08 3.4667468911e+08 -9.1478493539e+02 4.4617038228e+02 1.1229394246e+08 3.5063526269e+08 -6.9311926280e+02 2.7038800497e+02 -3.7819715772e+28 1.4603390994e+11 7.5106780000e+25 3.6638485561e+08 3.0778800000e+08
4.2210000000e+05 2.6611837575e+06 1.0407937552e+06 1.1261450621e+01 7.0950519653e+00 1.6814487142e+08 3.4680843015e+08 -9.1513652342e+02 4.4543651740e+02 1.1208603633e+08 3.5071624670e+08 -6.9292130454e+02 2.6950546339e+02 -3.7819715772e+28 1.5329558721e+11 7.5106780000e+25 3.6639694425e+08 3.0778800000e+08
4.2240000000e+05 2.6645628407e+06 1.0429236259e+06 1.1265769965e+01 7.1040862620e+00 1.6787027780e+08 3.4694195099e+08 -9.1548752522e+02 4.4470236553e+02 1.1187818985e+08 3.5079696599e+08 -6.9272161793e+02 2.6862313047e+02 -3.7819715772e+28 1.5451339068e+11 7.5106780000e+25 3.6640893339e+08 3.0778800000e+08
