# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 E Px Py r_probe_earth altitude_probe perigee dt_used a_probe P_drag
7680 976.927601353816 6.64328775005438 0.254399477122113 0.00259499943322757 384668598.124103 7848420.05260907 -20.6768604784253 1021.78908588245 314068937.229332 9214648.34333375 -23.4512599755055 1199.47208436142 -3.77441165071147e+28 29109778.6925267 7.5093494e+25 314203108.370604 307825008.370604 307780900 64 0.00305529479207226 0
8320 1146.5262397748 8.44632647679113 0.275596141322881 0.00304550241941303 384654813.632784 8502353.50678826 -22.3996646022598 1021.75247029072 314053303.35536 9982281.55121905 -25.4045587726539 1199.38047065113 -3.77441165071147e+28 413268733.78647 7.5093494e+25 314210762.045737 307832662.045737 307780900 64 0.0030554801243079 0
8960 1329.69049369076 10.5492181736872 0.296792015415847 0.00353203974653859 384639926.567112 9156262.5897773 -24.1224045083963 1021.71292593102 314036419.443904 10749853.7849385 -27.3576241234269 1199.28154056339 -3.77441165071147e+28 452399467.866128 7.5093494e+25 314219026.677293 307840926.677293 307780900 64 0.00305568004164601 0
9600 1526.41983798703 12.9750243887931 0.317987038633664 0.00405461005358145 384623936.969766 9810145.42719967 -25.8450752578391 1021.67045291397 314018285.650111 11517360.3629365 -29.3104380865484 1199.17529702799 -3.77441165071147e+28 354211846.851198 7.5093494e+25 314227901.957063 307849801.957063 307780900 64 0.00305589448870462 0
10240 1736.71370865858 15.7468057668485 0.339181150211246 0.0046132118787185 384606844.886589 10464000.1447522 -27.5676719117759 1021.62505135839 313998902.14061 12284796.6056015 -31.2629827243555 1199.06174318971 -3.77441165071147e+28 745628377.774314 7.5093494e+25 314237387.554182 307859287.554182 307780900 64 0.0030561234061259 0
10880 1960.57150281146 18.8876219847708 0.360374289385927 0.00520784365932974 384588650.36658 11117824.8682106 -29.2901895315916 1021.57672139127 313978269.093506 13052157.8354032 -33.2152401030667 1198.94088240793 -3.77441165071147e+28 766357689.050725 7.5093494e+25 314247483.115166 307869383.115166 307780900 64 0.00305636673060294 0
11520 2197.99257866444 22.4205316871471 0.381566395397629 0.00583850373200205 384569353.461903 11771617.7234341 -31.012623178881 1021.52546314782 313956386.698385 13819439.3770299 -35.1671922930511 1198.81271825613 -3.77441165071147e+28 935164514.565776 7.5093494e+25 314258188.263947 307880088.263947 307780900 64 0.00305662439490823 0
12160 2448.97625555074 26.3685924217268 0.402757407489018 0.00650519033253308 384548954.227879 12425376.8363714 -32.7349679154622 1021.47127677143 313933255.156302 14586636.5575252 -37.118821369101 1198.67725452141 -3.77441165071147e+28 625252418.694057 7.5093494e+25 314269502.601919 307891402.601919 307780900 64 0.00305689632792392 0
12800 2713.52181391975 30.7548605749187 0.423947264905666 0.00720790159593548 384527452.722992 13079100.3330654 -34.4572188033893 1021.41416241367 313908874.679786 15353744.7064248 -39.0701094107054 1198.534495204 -3.77441165071147e+28 1265503653.59186 7.5093494e+25 314281425.707981 307903325.707981 307780900 64 0.00305718245467373 0
13440 2991.62849533906 35.6023913072897 0.445135906896214 0.00794663555644126 384504849.008885 13732786.3396588 -36.179370904966 1021.35412023432 313883245.492833 16120759.1558925 -41.0210385023267 1198.38444451669 -3.77441165071147e+28 414913512.489646 7.5093494e+25 314293957.138583 307915857.138583 307780900 64 0.00305748269635649 0
14080 3283.29550249638 40.9342384890663 0.466323272712534 0.00872139014750653 384481143.150361 14386432.9823992 -37.9014192827586 1021.29115040134 313856367.8309 16887675.2408563 -42.9715907336795 1198.22710688428 -3.77441165071147e+28 -187248391.789888 7.5093494e+25 314307096.427773 307928996.427773 307780900 64 0.00305779697038142 0
14720 3588.5219992017 46.7734546356402 0.48750930160989 0.00953216320181635 384456335.215384 15040038.387644 -39.6233589996089 1021.22525309088 313828241.94091 17654488.2991437 -44.9217482000117 1198.06248694295 -3.77441165071146e+28 -101143204.992715 7.5093494e+25 314320843.087256 307942743.087256 307780900 64 0.00305812519040486 0
15360 3907.30711038952 53.1430908430761 0.508693932847097 0.0103789524512899 384430425.275076 15693600.6818662 -41.3451851186475 1021.15642848729 313798868.081239 18421193.6716166 -46.8714930023891 1197.89058953966 -3.77441165071146e+28 -361595419.619321 7.5093494e+25 314335196.606439 307957096.606439 307780900 64 0.00305846726636879 0
16000 4239.64992212113 60.0661967236233 0.529877105686685 0.0112617555270857 384403413.40372 16347117.9916595 -43.0668927033069 1021.08467678311 313768246.521719 19187786.7023066 -48.8208072479818 1197.71141973148 -3.77441165071146e+28 -372958286.928325 7.5093494e+25 314350156.452493 307972056.452493 307780900 64 0.00305882310454069 0
16640 4585.54948158712 67.5658203412306 0.551058759395061 0.0121805699596077 384375299.678756 17000588.4437433 -44.7884768173347 1021.00999817904 313736377.54363 19954262.7385486 -50.7696730503541 1197.52498278489 -3.77441165071146e+28 -83975792.6667951 7.5093494e+25 314365722.070411 307987622.070411 307780900 64 0.00305919260755511 0
17280 4945.00479710982 75.6650081470655 0.572238833242668 0.0131353931785104 384346084.180787 17654010.1649679 -46.5099325248066 1020.932392884 313703261.439697 20720617.131115 -52.7180725297572 1197.33128417514 -3.77441165071146e+28 -15160984.8005734 7.5093494e+25 314381892.883065 308003792.883065 307780900 64 0.00305957567445659 0
17920 5318.01483814599 84.3868049150361 0.593417266504148 0.0141262225127057 384315766.993571 18307381.2823203 -48.2312548901394 1020.8518611151 313668898.514087 21486845.2343489 -54.6659878134247 1197.1303295854 -3.77441165071147e+28 117442470.117696 7.5093494e+25 314398668.291277 308020568.291277 307780900 64 0.00305997220074413 0
18560 5704.57853528957 93.7542536773182 0.614593998458503 0.0151530551903686 384284348.204027 18960699.9229288 -49.9524389781044 1020.76840309761 313633289.082402 22252942.406297 -56.613401035872 1196.9221249061 -3.77441165071146e+28 -43520238.1895883 7.5093494e+25 314416047.673876 308037947.673876 307780900 64 0.00306038207841705 0
19200 6104.69478027448 103.790395659886 0.635768968389258 0.0162158883389443 384251827.902231 19613964.2140686 -51.6734798538406 1020.68201906501 313596433.471677 23018904.0088421 -58.5602943391977 1196.70667623408 -3.77441165071146e+28 298110883.542571 7.5093494e+25 314434030.387773 308055930.387773 307780900 64 0.00306080519602225 0
19840 6518.36242597757 114.518270218045 0.656942115584618 0.0173147189851547 384218206.181418 20267172.283167 -53.3943725828673 1020.59270925896 313558332.020372 23784725.4078346 -60.5066498733902 1196.48398987182 -3.77441165071146e+28 -38309759.2441366 7.5093494e+25 314452615.768028 308074515.768028 307780900 64 0.00306124143870282 0
20480 6945.58028642172 125.960914771977 0.678113379337635 0.0184495440550055 384183483.137982 20920322.2578083 -55.1151122310976 1020.50047392931 313518985.078369 24550401.9732242 -62.4524497966357 1196.25407232652 -3.77441165071146e+28 1012814034.97394 7.5093494e+25 314471803.127924 308093703.127924 307780900 64 0.00306169068824797 0
21120 7386.34713677893 138.141364742275 0.699282698946366 0.0196203603737935 384147658.871472 21573412.2657398 -56.8356938648516 1020.40531333407 313478393.006967 25315929.0791904 -64.3976762756311 1196.01693030933 -3.77441165071146e+28 1204963742.02654 7.5093494e+25 314491591.759041 308113491.759041 307780900 64 0.00306215282314432 0
21760 7840.6617133736 151.082653485502 0.720450013714034 0.0208271646661141 384110733.484597 22226440.434876 -58.5561125508692 1020.30722773948 313436556.178874 26081302.104273 -66.3423114858999 1195.77257073438 -3.77441165071146e+28 1350037143.95479 7.5093494e+25 314511980.931331 308133880.931331 307780900 64 0.00306262771862825 0
22400 8308.52271368592 164.807812229737 0.741615262949193 0.0220699535558695 384072707.083222 22879404.8933049 -60.2763633563234 1020.20621741993 313393474.978203 26846516.4315015 -68.2863376121123 1195.5210007179 -3.77441165071146e+28 2069744529.28083 7.50934940000001e+25 314532969.893201 308154869.893201 307780900 64 0.00306311524673971 0
23040 8789.92879635526 179.339870010137 0.762778385965883 0.0233487235662757 384033579.776368 23532303.7692924 -61.9964413488336 1020.10228265801 313349149.800467 27611567.448524 -70.2297368484083 1195.26222757727 -3.77441165071146e+28 3649946956.91315 7.50934940000001e+25 314554557.871595 308176457.871595 307780900 64 0.00306361527637699 0
23680 9284.8785811838 194.7018536045 0.783939322083798 0.024663471119872 383993351.676214 24185135.1912881 -63.7163415964783 1019.99542374447 313303581.05257 28376450.5477362 -72.1724913987248 1194.99625883006 -3.77441165071146e+28 3314137942.37068 7.50934940000001e+25 314576744.072072 308198644.072072 307780900 64 0.00306412767335273 0
24320 9793.37064914018 210.916787468835 0.805098010628444 0.0260141925385284 383952022.898095 24837897.2879301 -65.4360591678085 1019.88564097826 313256769.152804 29141161.1264086 -74.1145834771274 1194.723102193 -3.77441165071146e+28 2071889003.73362 7.50934940000001e+25 314599527.678898 308221427.678898 307780900 64 0.00306465230045099 0
24960 10315.4035423633 228.007693672936 0.826254390931301 0.0274008840434551 383909593.560502 25490588.1880505 -67.1555891318607 1019.77293466653 313208714.530839 29905694.5868139 -76.0559953081449 1194.44276558102 -3.77441165071146e+28 889018671.776477 7.50934940000001e+25 314622907.855128 308244807.855128 307780900 64 0.00306518901748539 0
25600 10850.975764166 245.997591835963 0.847408402329984 0.028823541755211 383866063.785081 26143206.0206807 -68.8749265581701 1019.65730512457 313159417.627719 30670046.3363535 -77.9967091271086 1194.15525710618 -3.77441165071146e+28 -9725584.17221157 7.5093494e+25 314646883.742702 308268783.742702 307780900 64 0.00306573768135823 0
26240 11400.0857790394 264.909499062028 0.868559984168404 0.0302821616937131 383821433.696634 26795748.9150564 -70.5940665167836 1019.53875267587 313108878.895853 31434211.7876834 -79.9367071804956 1193.86058507661 -3.77441165071146e+28 1009008816.13089 7.5093494e+25 314671454.462532 308293354.462532 307780900 64 0.00306629814612059 0
26880 11962.7320126567 284.766429875785 0.889709075796929 0.0317767397782459 383775703.423118 27448215.0006231 -72.313004078273 1019.41727765211 313057098.799009 32198186.3588392 -81.8759717262754 1193.55875799543 -3.77441165071146e+28 -93447750.1141491 7.50934940000001e+25 314696619.114599 308318519.114599 307780900 64 0.00306687026303338 0
27520 12538.9128518775 305.591396158032 0.910855616572549 0.0333072718274711 383728873.095643 28100602.4070409 -74.031734313748 1019.29288039314 313004077.812307 32961965.4733605 -83.8144850342618 1193.24978455964 -3.77441165071147e+28 696482310.881444 7.50934940000001e+25 314722376.778048 308344276.778048 307780900 64 0.00306745388062924 0
28160 13128.6266447518 327.407407081315 0.931999545859032 0.0348737535594375 383680942.848477 28752909.2641903 -75.7502522948697 1019.16556124696 312949816.42221 33725544.560415 -85.7522293864683 1192.93367365901 -3.77441165071146e+28 1995472681.76482 7.50934940000001e+25 314748726.511286 308370626.511286 307780900 64 0.00306804884477529 0
28800 13731.871700525 350.237469045534 0.953140803027088 0.0364761805915912 383631912.819038 29405133.702177 -77.468553093863 1019.0353205698 312894315.126514 34488919.0549209 -87.6891870774676 1192.61043437487 -3.77441165071146e+28 1886894718.49339 7.50934940000001e+25 314775667.352082 308397567.352082 307780900 64 0.00306865499873669 0
29440 14348.6462896418 374.104585613569 0.97427932745453 0.0381145484407859 383581783.1479 30057273.8513374 -79.1866317835302 1018.90215872602 312837574.434346 35252084.3976697 -89.6253404147555 1192.28007597903 -3.77441165071146e+28 2340856253.42019 7.50934940000001e+25 314803198.317668 308425098.317668 307780900 64 0.00306927218324097 0
30080 14978.9486437509 399.031757446896 0.995415058526434 0.0397888525232937 383530553.97879 30709327.8422435 -80.9044834372642 1018.76607608818 312779594.86615 36015036.0354472 -91.5606717191196 1191.9426079325 -3.77441165071146e+28 326155432.383469 7.50934940000001e+25 314831318.404845 308453218.404845 307780900 64 0.003069900236543 0
30720 15622.7769557101 425.041982241223 1.0165479356353 0.0414990881548157 383478225.458586 31361293.8057087 -82.6221031290613 1018.627073037 312720376.953681 36777769.4211549 -93.4951633250113 1191.59803988434 -3.77441165071146e+28 -3533854890.39015 7.50934940000001e+25 314860026.590088 308481926.590088 307780900 64 0.00307053899449073 0
31360 16280.1293795906 452.158254662128 1.03767789818123 0.0432452505504935 383424797.73732 32013169.8727923 -84.3394859335342 1018.48514996138 312659921.239996 37540280.0139291 -95.428797580923 1191.24638167036 -3.77441165071147e+28 -8953011.5604933 7.50934940000001e+25 314889321.829651 308511221.829651 307780900 64 0.00307118829059149 0
32000 16951.0040306823 480.403566280703 1.05880488557204 0.0450273348249203 383370270.968177 32664954.1748054 -86.0566269259256 1018.3403072584 312598228.279442 38302563.2792608 -97.3615568497688 1190.88764331194 -3.77441165071147e+28 197273253.413651 7.50934940000001e+25 314919203.05968 308541103.05968 307780900 64 0.00307184795607888 0
32640 17635.3989854984 509.800905509206 1.07992883722349 0.0468453359921526 383314645.307492 33316644.8433156 -87.773521182121 1018.1925453333 312535298.637651 39064614.6891135 -99.2934235092707 1190.5218350147 -3.77441165071147e+28 -978680385.9113 7.50934940000001e+25 314949669.196323 308571569.196323 307780900 64 0.00307251781998019 0
33280 18333.312281781 540.373257536725 1.1010496925594 0.0486992489657217 383257920.914751 33968240.0101527 -89.4901637786616 1018.04186459949 312471132.891529 39826429.722041 -101.224379952348 1190.14896716723 -3.77441165071147e+28 1530731248.21273 7.50934940000001e+25 314980719.13584 308602619.13584 307780900 64 0.00307319770918438 0
33920 19044.7419185059 572.143604264841 1.1221673910118 0.0505890685586464 383200097.952593 34619737.8074137 -91.2065497927577 1017.88826547856 312405731.629245 40588003.8633039 -103.154408587511 1189.76905033977 -3.77441165071147e+28 3873972870.99727 7.50934940000001e+25 315012351.754724 308634251.754724 307780900 64 0.00307388744851039 0
34560 19769.6858558882 605.134924243307 1.14328187202114 0.0525147894834448 383141176.586804 35271136.3674677 -92.9226743023019 1017.73174840025 312339095.450219 41349332.6049857 -105.083491839261 1189.38209528291 -3.77441165071147e+28 4261201890.56709 7.50934940000001e+25 315044565.909809 308666465.909809 307780900 64 0.00307458686077603 0
35200 20508.1420153875 639.370192605731 1.16439307503641 0.054476406352147 383081156.986324 35922433.8229618 -94.6385323858817 1017.57231380248 312271224.965118 42110411.4461075 -107.011612148491 1188.98811292618 -3.77441165071147e+28 6399277943.31884 7.50934940000001e+25 315077360.438396 308699260.438396 307780900 64 0.00307529576686699 0
35840 21260.1082797136 674.872381005268 1.18550093951532 0.056473913676308 383020039.323238 36573628.3068258 -96.3541191227932 1017.40996213135 312202120.795839 42871235.8927421 -108.938751972897 1188.58711437673 -3.77441165071147e+28 6249607730.82844 7.50934940000001e+25 315110734.158369 308732634.158369 307780900 64 0.00307601398580645 0
36480 22025.5824928321 711.664457550318 1.20660540492445 0.0585073058670206 382957823.772783 37224717.9522778 -98.0694295930536 1017.2446938411 312131783.575502 43631801.4581278 -110.864893787383 1188.17911091796 -3.77441165071147e+28 4082659999.30085 7.50934940000001e+25 315144685.868314 308766585.868314 307780900 64 0.00307674133482479 0
37120 22804.5624599701 749.769386740237 1.22770641073942 0.0605765772349285 382894510.513345 37875700.8928289 -99.7844588774148 1017.07650939414 312060213.948435 44392103.6627797 -112.790020084484 1187.76411400807 -3.77441165071147e+28 5883774835.29315 7.5093494e+25 315179214.347646 308801114.347646 307780900 64 0.00307747762942953 0
37760 23597.0459476219 789.210129401054 1.24880389644505 0.0626817219902403 382830099.726456 38526575.2622892 -101.499202057376 1016.90540926105 311987412.570169 45152138.034602 -114.714113374781 1187.34213527869 -3.77441165071146e+28 7756528889.9842 7.50934940000001e+25 315214318.356733 308836218.356733 307780900 64 0.00307822268347559 0
38400 24403.0306835551 830.009642621193 1.26989780153551 0.0648227342427428 382764591.596796 39177339.1947721 -103.213654215198 1016.73139392058 311913380.107418 45911900.1089984 -116.637156187329 1186.91318653342 -3.77441165071146e+28 8154675471.17101 7.50934940000001e+25 315249996.637018 308871896.637018 307780900 64 0.00307897630923559 0
39040 25222.5143568168 872.190879687213 1.29098806551451 0.0669996080018152 382697986.312194 39827990.8247004 -104.927810433913 1016.55446385962 311838117.238074 46671385.4289814 -118.559131070082 1186.47727974639 -3.77441165071146e+28 10332124810.9007 7.50934940000001e+25 315286247.911151 308908147.911151 307780900 64 0.00307973831747029 0
39680 26055.4946177394 915.776790019549 1.31207462789542 0.0692123371764431 382630284.063624 40478528.2868109 -106.641665797344 1016.37461957323 311761624.651192 47430589.5452809 -120.480020590329 1186.03442706082 -3.77441165071146e+28 12026305853.467 7.50934940000001e+25 315323070.883116 308944970.883116 307780900 64 0.00308050851749912 0
40320 26901.9690779469 960.790319108262 1.33315742820146 0.0714609155752334 382561485.045205 41128949.71616 -108.35521539011 1016.19186156464 311683903.046977 48189508.0164526 -122.39980733513 1185.58464078749 -3.77441165071146e+28 16498081115.042 7.50934940000001e+25 315360464.238362 308982364.238362 307780900 64 0.00308128671727074 0
40960 27761.9353103616 1007.25440844881 1.35423640596584 0.0737453369064283 382491589.454204 41779253.2481286 -110.068454297644 1016.00619034521 311604953.136773 48948136.4089841 -124.318473911756 1185.12793340329 -3.77441165071146e+28 13891311548.4925 7.50934940000001e+25 315398426.643931 309020326.643931 307780900 64 0.00308207272343357 0
41600 28635.3908492101 1055.1919954778 1.37531150073197 0.0760655947779211 382420597.491032 42429437.0184277 -111.781377606208 1015.81760643448 311524775.643046 49706470.2974009 -126.236002948135 1184.66431754973 -3.77441165071146e+28 12319015833.9188 7.50934940000001e+25 315436956.748598 309058856.748598 307780900 64 0.00308286634140627 0
42240 29522.3331900303 1104.6260135088 1.39638265205355 0.0784216826972707 382348509.359244 43079499.1631031 -113.493980402898 1015.62611036014 311443371.299376 50464505.2643714 -128.152377093304 1184.19380603136 -3.77441165071146e+28 10633000651.4713 7.50934940000001e+25 315476053.182998 309097953.182998 307780900 64 0.00308366737544814 0
42880 30422.7597896775 1155.57939166811 1.41744979949477 0.0808135940717172 382275325.26554 43729437.8185413 -115.206257775668 1015.43170265803 311360740.85044 51222236.9008108 -130.067579017855 1183.71641181429 -3.77441165071146e+28 11404263224.3439 7.50934940000001e+25 315515714.559768 309137614.559768 307780900 64 0.00308447562872939 0
43520 31336.6680663317 1208.07505483055 1.43851288263048 0.0832413222081978 382201045.419763 44379251.1214741 -116.918204813332 1015.23438387213 311276885.051999 51979660.8059838 -131.981591414402 1183.23214802463 -3.77441165071145e+28 11020345036.0469 7.50934940000001e+25 315555939.47368 309177839.47368 307780900 64 0.00308529090340125 0
44160 32264.0553995042 1262.1359235553 1.45957184104633 0.0857048603133623 382125670.034898 45028937.2089842 -118.629816605586 1015.0341545546 311191804.670883 52736772.5876065 -133.894396998031 1182.74102794692 -3.77441165071145e+28 12429167556.6714 7.50934940000001e+25 315596726.501779 309218626.501779 307780900 64 0.00308611300066588 0
44800 33204.9191300446 1317.78491402171 1.48062661433894 0.0882042014935896 382049199.327074 45678494.2185101 -120.341088243017 1014.83101526573 311105500.484978 53493567.8619475 -135.805978506775 1182.24306502258 -3.77441165071145e+28 15177244255.9797 7.50934940000001e+25 315638074.203525 309259974.203525 307780900 64 0.00308694172084599 0
45440 34159.256560148 1375.04493796513 1.50167714211607 0.0907393387550038 381971633.515561 46327920.2878516 -122.052014817115 1014.62496657396 311017973.283208 54250042.2539276 -137.716318702076 1181.73827284832 -3.77441165071145e+28 15386897850.0346 7.50934940000001e+25 315679981.120933 309301881.120933 307780900 64 0.00308777686345428 0
46080 35127.0649533618 1433.93890261274 1.52272336399674 0.0933102650034911 381892972.822769 46977213.5551751 -123.762591420288 1014.41600905588 310929223.865525 55006191.397219 -139.625400369257 1181.22666517456 -3.77441165071145e+28 13959370766.016 7.50934940000001e+25 315722445.778712 309344345.778712 307780900 64 0.0030886182272625 0
46720 36108.3415345936 1494.48971061943 1.54376521961145 0.0959169730447162 381813217.47425 47626372.1590182 -125.472813145876 1014.20414329623 310839253.042889 55762010.9343426 -141.533206318002 1180.70825590379 -3.77441165071145e+28 15567013121.1241 7.50934940000001e+25 315765466.68441 309387366.68441 307780900 64 0.00308946561037014 0
47360 37103.083490118 1556.72026000364 1.5648026486023 0.0985594555841399 381732367.698696 48275394.2382958 -127.182675088163 1013.98936988788 310748061.637254 56517496.5167654 -143.439719382831 1180.18305908901 -3.77441165071145e+28 14307814883.3953 7.50934940000001e+25 315809042.328558 309430942.328558 307780900 64 0.00309031881027283 0
48000 38111.2879675842 1620.65344408325 1.58583559062317 0.101237705227036 381650423.727937 48924277.9323045 -128.892172342387 1013.77168943185 310655650.481551 57272643.8049958 -145.344922423586 1179.6510889321 -3.77441165071145e+28 14231572034.7878 7.50934940000001e+25 315853171.184813 309475071.184813 307780900 64 0.00309117762393025 0
48640 39132.952076024 1686.31215141145 1.60686398533985 0.103951714478509 381567385.796944 49573021.3807283 -130.601300004758 1013.55110253732 310562020.419675 58027448.4686789 -147.248798325914 1179.11235978213 -3.77441165071145e+28 12432943154.7228 7.50934940000001e+25 315897851.710107 309519751.710107 307780900 64 0.00309204184783365 0
49280 40168.0728858589 1753.71926571267 1.62788777243027 0.106701475743513 381483254.143823 50221622.7236437 -132.31005317247 1013.32760982157 310467172.306462 58781906.1866896 -149.151330001756 1178.5668861338 -3.77441165071146e+28 12386702188.1711 7.50934940000001e+25 315943082.34479 309564982.34479 307780900 64 0.00309291127807283 0
49920 41216.6474289083 1822.89766581844 1.64890689158456 0.109486981326867 381398029.009821 50870080.1015248 -134.01842694371 1013.10121191007 310371107.007681 59536012.6472258 -151.052500389843 1178.01468262574 -3.77441165071145e+28 9424845493.92379 7.50934940000001e+25 315988861.512779 309610761.512779 307780900 64 0.0030937857104027 0
50560 42278.6726983972 1893.87022560336 1.6699212825053 0.112308223433275 381311710.639318 51518391.6552486 -135.726416417677 1012.87190943638 310273825.400006 60289763.5478994 -152.952292456186 1177.45576403889 -3.77441165071146e+28 8908278395.03916 7.50934940000001e+25 316035187.62171 309657087.62171 307780900 64 0.00309466494030918 0
51200 43354.1456489644 1966.65981392098 1.69093088490765 0.115165194167347 381224299.279835 52166555.5261002 -137.434016694591 1012.63970304221 310175328.371007 61043154.5958277 -154.85068919458 1176.89014529479 -3.77441165071146e+28 9822576247.93261 7.50934940000001e+25 316082059.063082 309703959.063082 307780900 64 0.0030955487630747 0
51840 44443.0631966703 2041.28929453981 1.71193563851947 0.118057885533612 381135795.182023 52814569.8557781 -139.141222875706 1012.40459337743 310075616.819129 61796181.5077218 -156.7476736271 1176.31784145394 -3.77441165071146e+28 6932256189.09753 7.50934940000001e+25 316129474.212411 309751374.212411 307780900 64 0.00309643697384293 0
52480 45545.4222190053 2117.7815260792 1.73293548308156 0.120986289436542 381046198.599672 53462432.7863992 -140.848030063327 1012.1665811 309974691.653672 62548840.009976 -158.643228804606 1175.73886771414 -3.77441165071146e+28 3071858931.28388 7.50934940000001e+25 316177431.42938 309799331.42938 307780900 64 0.00309732936768303 0
53120 46661.2195548981 2196.15936194539 1.75393035834776 0.123950397680569 380955509.789705 54110142.4605042 -142.554433360818 1011.92566687605 309872553.794776 63301125.8387543 -160.537337807254 1175.15323940875 -3.77441165071146e+28 3902311150.58352 7.50934940000001e+25 316225929.05799 309847829.05799 307780900 64 0.00309822573965316 0
53760 47790.4520047242 2276.44565026742 1.77492020408512 0.126950201970104 380863729.012178 54757697.0210624 -144.260427872617 1011.68185137981 309769204.173399 64053034.7400773 -162.429983744999 1174.56097200507 -3.77441165071146e+28 4609628619.15543 7.50934940000001e+25 316274965.426716 309896865.426716 307780900 64 0.00309912588486337 0
54400 48933.116330314 2358.66323383315 1.79590496007407 0.12998569390956 380770856.53028 55405094.6114778 -145.966008704252 1011.43513529366 309664643.7313 64804562.4699068 -164.321149758109 1173.96208110256 -3.77441165071146e+28 6017831663.94664 7.50934940000001e+25 316324538.848655 309946438.848655 307780900 64 0.00310002959853773 0
55040 50089.2092549619 2442.83495002529 1.8168845661086 0.133056865003366 380676892.610332 56052333.3755931 -147.67117096235 1011.18551930808 309558873.421017 65555704.7942303 -166.21081901768 1173.35658243123 -3.77441165071146e+28 5464332187.05301 7.50934940000001e+25 316374647.621684 309996547.621684 307780900 64 0.00310093667607587 0
