# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 E Px Py r_probe_earth altitude_probe perigee dt_used a_probe P_drag
40800 27545.6790327992 995.501141629023 1.34896702319443 0.07317087164657 382509166.144727 41616688.5199748 -109.640173966236 1016.05288123531 311624805.728691 48758506.7478802 -123.838913233756 1185.24275841495 -3.77441165071146e+28 23808413522.6507 7.50934940000001e+25 315388882.767656 309010782.767656 307780900 16 0.00308187550066447 0
40960 27761.9353103616 1007.2544084488 1.35423640596585 0.0737453369064281 382491589.454204 41779253.2481286 -110.068454297644 1016.00619034521 311604953.136773 48948136.4089841 -124.318473911754 1185.12793340329 -3.77441165071146e+28 25998180133.4035 7.50934940000001e+25 315398426.643932 309020326.643932 307780900 16 0.00308207272343354 0
41120 27979.034669765 1019.09976889424 1.35950554604983 0.0743220419505448 382473944.240404 41941810.4911763 -110.496714904113 1015.95931741186 311585023.820831 49137747.663541 -124.797963493383 1185.0126766115 -3.77441165071145e+28 26149076049.5762 7.50934940000001e+25 315408006.00149 309029906.00149 307780900 16 0.00308227042194639 0
41280 28196.9770721038 1031.03758132276 1.36477444250183 0.0749009866780635 382456230.506491 42104360.2199918 -110.924955708874 1015.91226244347 311565017.792262 49327340.4424821 -125.27738170741 1184.8969882387 -3.77441165071146e+28 26465535091.4589 7.50934940000001e+25 315417620.81904 309039520.81904 307780900 16 0.00308246859315109 0
41440 28415.7624783215 1043.0682040756 1.37004309437736 0.0754821709877356 382438448.255637 42266902.4054501 -111.353176635159 1015.86502544825 311544935.062505 49516914.6767704 -125.756728282683 1184.78086848464 -3.77441165071146e+28 27363352468.2955 7.50934940000001e+25 315427271.07522 309049171.07522 307780900 16 0.0030826672339913 0
41600 28635.3908492101 1055.1919954778 1.37531150073197 0.0760655947779209 382420597.491032 42429437.0184276 -111.781377606208 1015.81760643448 311524775.643046 49706470.2974009 -126.236002948133 1184.66431754973 -3.77441165071146e+28 29646739278.3743 7.50934940000001e+25 315436956.748598 309058856.748598 307780900 16 0.00308286634140623 0
41760 28855.8621454109 1067.40931383806 1.38057966062125 0.0766512579465871 382402678.215872 42591964.0298019 -112.20955854526 1015.77000541044 311504539.545412 49896007.2354007 -126.715205432778 1184.54733563497 -3.77441165071145e+28 30420351177.6661 7.50934940000001e+25 315446677.817673 309068577.817673 307780900 16 0.00308306591233081 0
41920 29077.1763274137 1079.72051744876 1.38584757310082 0.0772391603913101 382384690.43337 42754483.4104522 -112.63771937556 1015.72222238446 311484226.781172 50085525.4218292 -127.194335465718 1184.42992294203 -3.77441165071145e+28 28191859831.0039 7.50934940000001e+25 315456434.260872 309078334.260872 307780900 16 0.00308326594369568 0
42080 29299.3333555576 1092.12596458585 1.39111523722635 0.0778293020092738 382366634.146748 42916995.1312587 -113.065860020356 1015.6742573649 311463837.361941 50275024.7877781 -127.673392776135 1184.31207967319 -3.77441165071145e+28 28536370552.9945 7.50934940000001e+25 315466226.056551 309088126.056551 307780900 16 0.00308346643242733 0
42240 29522.3331900303 1104.6260135088 1.39638265205355 0.0784216826972705 382348509.359244 43079499.1631031 -113.493980402898 1015.62611036014 311443371.299377 50464505.2643714 -128.152377093302 1184.19380603136 -3.77441165071145e+28 29989924335.5624 7.50934940000001e+25 315476053.182999 309097953.182999 307780900 16 0.00308366737544811 0
42400 29746.1757908684 1117.22102246052 1.40164981663818 0.0790163023517005 382330316.074104 43241995.4768685 -113.922080446441 1015.5777813786 311422828.605179 50653966.7827658 -128.631288146572 1184.07510222008 -3.77441165071145e+28 30580661348.2234 7.50934940000001e+25 315485915.618432 309107815.618432 307780900 16 0.00308386876967632 0
42560 29970.8611179578 1129.91134966734 1.40691673003603 0.0796131608685724 382312054.29459 43404484.0434392 -114.350160074243 1015.52927042875 311402209.291091 50843409.2741504 -129.110125665388 1183.95596844351 -3.77441165071145e+28 31109188114.267 7.50934940000001e+25 315495813.340997 309117713.340997 307780900 16 0.0030840706120263 0
42720 30196.389131033 1142.6973533389 1.41218339130293 0.0802122581435029 382293724.023973 43566964.8337011 -114.778219209563 1015.48057751905 311381513.368902 51032832.6697472 -129.588889379277 1183.83640490644 -3.77441165071145e+28 31927352038.7558 7.50934940000001e+25 315505746.328773 309127646.328773 307780900 16 0.00308427289940845 0
42880 30422.7597896774 1155.5793916681 1.41744979949477 0.080813594071717 382275325.26554 43729437.8185413 -115.206257775668 1015.43170265803 311360740.850441 51222236.9008108 -130.067579017854 1183.71641181429 -3.77441165071145e+28 35026583352.3439 7.50934940000001e+25 315515714.559769 309137614.559769 307780900 16 0.00308447562872936 0
43040 30649.9730533236 1168.55782283108 1.42271595366746 0.0814171685480479 382256858.022586 43891902.9688481 -115.634275695824 1015.38264585423 311339891.747581 51411621.8986291 -130.54619431082 1183.59598937307 -3.77441165071145e+28 36699127455.8232 7.50934940000001e+25 315525718.011922 309147618.011922 307780900 16 0.00308467879689181 0
43200 30878.028881253 1181.63300498708 1.42798185287697 0.0820229814669371 382238322.298422 44054360.2555115 -116.062272893303 1015.33340711623 311318966.072241 51600987.5945226 -131.024734987967 1183.47513778944 -3.77441165071145e+28 36127979512.1236 7.50934940000001e+25 315535756.663103 309157656.663103 307780900 16 0.0030848824007949 0
43360 31106.9272325959 1194.80529627845 1.43324749617929 0.0826310327224343 382219718.09637 44216809.6494226 -116.49024929138 1015.28398645265 311297963.836379 51790333.9198452 -131.503200779171 1183.35385727067 -3.77441165071146e+28 36312772009.857 7.50934940000001e+25 315545830.491111 309167730.491111 307780900 16 0.00308508643733408 0
43520 31336.6680663316 1208.07505483054 1.43851288263048 0.0832413222081975 382201045.419762 44379251.1214741 -116.918204813332 1015.23438387213 311276885.052 51979660.8059838 -131.9815914144 1183.23214802463 -3.77441165071146e+28 32495181516.0469 7.50934940000001e+25 315555939.47368 309177839.47368 307780900 16 0.00308529090340122 0
43680 31567.2513412886 1221.44263875166 1.44377801128663 0.0838538498174931 382182304.271947 44541684.6425599 -117.346139382442 1015.18459938334 311255729.731149 52168968.1843587 -132.45990662371 1183.11001025982 -3.77441165071145e+28 31427139803.9455 7.50934940000001e+25 315566083.588472 309187983.588472 307780900 16 0.0030854957958847 0
43840 31798.677016144 1234.90840613302 1.44904288120386 0.0844686154431957 382163494.656282 44704110.1835754 -117.774052921995 1015.134632995 311234497.885917 52358255.9864237 -132.938146137246 1182.98744418535 -3.77441165071146e+28 34131822964.8519 7.50934940000001e+25 315576262.81308 309198162.81308 307780900 16 0.00308570111166946 0
