# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 E Px Py r_probe_earth altitude_probe perigee dt_used a_probe P_drag
0 0 0 0 0 384748000 0 0 1022 314159000 0 0 1200 -3.77441165071147e+28 0 7.5093494e+25 314159000 307780900 307780900 128 0.00305422308031494 0
1280 27.1377854826365 0.0307565640566849 0.0424027492952576 7.20856701173636e-05 384745794.318564 1308157.50019461 -3.4463739509136 1021.99414108331 314156497.988118 1535993.74102909 -3.9093815900547 1199.98533059505 -3.77441165071147e+28 -39876943.8365085 7.5093494e+25 314160225.766747 307782125.766747 307780900 128 0.00305425294693134 0
2560 108.550830726817 0.246052099469034 0.0848050123351187 0.000288341873880365 384739177.299548 2616300.00159046 -6.89270838038201 1021.97656439878 314148992.044448 3071949.92912533 -7.81861946524274 1199.9413241235 -3.77441165071147e+28 -81807222.0081739 7.5093494e+25 314163902.883736 307785802.883736 307780900 128 0.00305434251351174 0
3840 244.23820212466 0.830423512727905 0.127206302869356 0.000648766191529386 384728149.018835 3924412.5055566 -10.3389637673802 1021.9472701431 314136482.44492 4607831.01581833 -11.7275699188204 1199.86798581432 -3.77441165071147e+28 -171033775.87838 7.5093494e+25 314170030.801293 307791930.801293 307780900 128 0.0030544916803105 0
5120 434.19834367406 1.96840358061413 0.169606134658078 0.00115335459015723 384712709.60289 5232480.01379774 -13.7851005917231 1021.90625864403 314118969.649397 6143599.46156013 -15.6360892603071 1199.76532437922 -3.77441165071147e+28 39824178.4115056 7.5093494e+25 314178608.603566 307800508.603566 307780900 128 0.00305470028128708 0
6400 678.429076995221 3.84451888539249 0.2120040214769 0.00180210142374739 384692859.228768 6540487.52852207 -17.2310793344863 1021.85353036049 314096454.301653 7679217.74018032 -19.5440338236609 1199.63335200792 -3.77441165071147e+28 -236206178.108873 7.5093494e+25 314189635.00894 307811535.00894 307780900 128 0.0030549680844086 0
7680 976.927601353817 6.64328775006436 0.254399477122113 0.00259499943322757 384668598.124103 7848420.05260907 -20.6768604784253 1021.78908588245 314068937.229332 9214648.34333374 -23.4512599755055 1199.47208436142 -3.77441165071147e+28 304937947.715302 7.5093494e+25 314203108.370604 307825008.370604 307780900 128 0.00305529479207226 0
8960 1329.69049369076 10.5492181736989 0.296792015415847 0.00353203974653859 384639926.567112 9156262.5897773 -24.1224045083963 1021.71292593102 314036419.443905 10749853.7849385 -27.3576241234269 1199.28154056339 -3.77441165071147e+28 198749437.911679 7.5093494e+25 314219026.677293 307840926.677293 307780900 128 0.00305568004164601 0
10240 1736.71370865858 15.7468057668618 0.339181150211246 0.00461321187871849 384606844.886589 10464000.1447522 -27.5676719117759 1021.62505135839 313998902.14061 12284796.6056015 -31.2629827243555 1199.06174318971 -3.77441165071147e+28 477192921.774314 7.5093494e+25 314237387.554182 307859287.554182 307780900 128 0.0030561234061259 0
11520 2197.99257866445 22.420531687162 0.381566395397629 0.00583850373200205 384569353.461902 11771617.7234341 -31.012623178881 1021.52546314782 313956386.698385 13819439.3770298 -35.167192293051 1198.81271825613 -3.77441165071147e+28 1188814544.52022 7.5093494e+25 314258188.263947 307880088.263947 307780900 128 0.00305662439490822 0
